ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	experiment_order	experiment	GeneRatio_dec	BgRatio_dec	freqratio	All_GOI	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8	cluster_9	cluster_10	cluster_11	sig_hours
D018805	Sepsis	10/257	124/12325	0.000264722230924853	0.00507785370228581	0.00415449242791156	AttC/CG5778/DNaseII/DptB/GNBP3/Hayan/nec/PGRP-SD/SPE/Tsf1	10	1	All Clusters ( 275 genes)	0.0389105058365759	0.0100608519269777	3.8675160035145	0.00507785370228581	0	0	0	0	0	0	0	0	0	0	0	3
D007239	Infection	13/257	201/12325	0.000303146556464674	0.00533032695117051	0.00436105572457952	AttC/CG31326/CG9631/CG9649/Dif/dnr1/DptB/GNBP3/IM2/nec/PGRP-SD/psh/Tsf1	13	1	All Clusters ( 275 genes)	0.0505836575875486	0.0163083164300203	3.10170935207232	0.00533032695117051	0	0	0	0	0	0	0	0	0	0	0	4
D012892	Sleep Deprivation	15/257	258/12325	0.000337045177055756	0.00547050248913573	0.00447574162244081	Acer/AkhR/CG10026/CG11594/CG13868/CG16926/CG42613/Nepl15/CG6330/Dif/DNaseII/Gel/nec/Sodh-1/Spn88Eb	15	1	All Clusters ( 275 genes)	0.0583657587548638	0.0209330628803245	2.78820921183603	0.00547050248913573	0	0	0	0	0	0	0	0	0	0	0	5
D009181	Mycoses	8/257	86/12325	0.00041791099619659	0.00629851572839147	0.00515318822377751	Adh/CG5390/Dif/GNBP3/Idgf2/PGRP-SD/psh/SPE	8	1	All Clusters ( 275 genes)	0.0311284046692607	0.00697768762677485	4.46113473893765	0.00629851572839147	0	0	0	0	0	0	0	0	0	0	0	5
D016905	Gram-Negative Bacterial Infections	14/257	239/12325	0.000491499520021085	0.00691375991496326	0.00565655587954091	AttC/CG12224/Ugt49C1/CG16898/CG17278/Cyp6d2/Dif/DptB/Idgf1/Lst/nec/PGRP-SD/SPE/Tsf1	14	1	All Clusters ( 275 genes)	0.0544747081712062	0.0193914807302231	2.80920827702978	0.00691375991496326	0	0	0	0	0	0	0	0	0	0	0	5
D020388	Muscular Dystrophy, Duchenne	5/257	39/12325	0.00122278036718308	0.0161254160922269	0.0131931565932911	Dyb/Galk/Hex-C/Lsp1beta/Obp99b	5	1	All Clusters ( 275 genes)	0.0194552529182879	0.00316430020283976	6.14835877481792	0.0161254160922269	0	0	0	0	0	0	0	0	0	0	0	3
D002908	Chronic Disease	5/257	47/12325	0.00284595688095853	0.033818866796618	0.0276692150393881	Galk/Hex-C/Irc/Lsp1beta/Obp99b	5	1	All Clusters ( 275 genes)	0.0194552529182879	0.00381338742393509	5.10182962165742	0.033818866796618	0	0	0	0	0	0	0	0	0	0	0	3
D018354	Alphavirus Infections	7/257	91/12325	0.00288502181203376	0.033818866796618	0.0276692150393881	AttC/Dif/DptB/lectin-28C/nec/Obp99b/PGRP-SD	7	1	All Clusters ( 275 genes)	0.0272373540856031	0.00738336713995943	3.68901526489075	0.033818866796618	0	0	0	0	0	0	0	0	0	0	0	4
D001766	Blindness	5/257	52/12325	0.00443264589362499	0.049225699134467	0.0402744557647922	Atpalpha/Dif/ninaC/nrv1/nrv2	5	1	All Clusters ( 275 genes)	0.0194552529182879	0.00421906693711968	4.61126908111344	0.049225699134467	0	0	0	0	0	0	0	0	0	0	0	4
D028361	Mitochondrial Diseases	18/257	444/12325	0.00550481419822529	0.0580757897912768	0.0475152383425762	Atpalpha/CG11089/CG32191/CG33493/CG3999/Dyb/fat-spondin/fbp/Hex-C/Idgf5/lectin-28C/Lsp1beta/Npc2g/Obp99b/Pdfr/PGRP-SD/teq/Tig	18	1	All Clusters ( 275 genes)	0.0700389105058366	0.0360243407707911	1.94421074771269	0.0580757897912768	0	0	0	0	0	0	0	0	0	0	0	5
D020191	Myoclonic Epilepsies, Progressive	10/257	189/12325	0.00630272859778667	0.0633274159110946	0.0518119042625069	AttC/CG14823/CG4325/CG5778/CG9837/moody/Pdh/PGRP-SD/Ser7/Tig	10	1	All Clusters ( 275 genes)	0.0389105058365759	0.0153346855983773	2.53741790706771	0.0633274159110946	0	0	0	0	0	0	0	0	0	0	0	4
D010243	Paralysis	7/257	109/12325	0.00775453542454755	0.0743730442990697	0.0608489861064975	alrm/Atpalpha/Dr/eas/Gat/nrv1/nrv2	7	1	All Clusters ( 275 genes)	0.0272373540856031	0.00884381338742394	3.07982008353265	0.0743730442990697	0	0	0	0	0	0	0	0	0	0	0	4
D006973	Hypertension	2/257	7/12325	0.00848773641074648	0.0746213492778128	0.0610521390948431	Acer/Dr	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.000567951318458418	13.7020566981656	0.0746213492778128	0	0	0	0	0	0	0	0	0	0	0	3
D014314	Trisomy	2/257	7/12325	0.00848773641074648	0.0746213492778128	0.0610521390948431	Adh/Atpalpha	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.000567951318458418	13.7020566981656	0.0746213492778128	0	0	0	0	0	0	0	0	0	0	0	2
D012288	Rickettsiaceae Infections	3/257	21/12325	0.00902726255384023	0.0761900959544116	0.0623356235296757	DptB/Yp2/Yp3	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00170385395537525	6.85102834908282	0.0761900959544116	0	0	0	0	0	0	0	0	0	0	0	2
D001778	Blood Coagulation Disorders	2/257	9/12325	0.0141554210381336	0.114876686117161	0.0939874109414537	fon/Hayan	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.000730223123732252	10.6571552096844	0.114876686117161	0	0	0	0	0	0	0	0	0	0	0	3
D038901	Mental Retardation, X-Linked	11/257	253/12325	0.0171707448921315	0.123325366823145	0.100899776298308	Acsl/CG16758/CG32191/CG3376/CG3999/CG6415/CG7560/Gat/Hn/LKRSDH/teq	11	1	All Clusters ( 275 genes)	0.0428015564202335	0.02052738336714	2.08509558450347	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	4
D001260	Ataxia Telangiectasia	3/257	27/12325	0.0181170120603582	0.123325366823145	0.100899776298308	AttC/Dif/DptB	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00219066937119675	5.3285776048422	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	3
D057177	TDP-43 Proteinopathies	3/257	27/12325	0.0181170120603582	0.123325366823145	0.100899776298308	AttC/Dif/DptB	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00219066937119675	5.3285776048422	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	3
D001145	Arrhythmias, Cardiac	5/257	75/12325	0.0200455187213951	0.123325366823145	0.100899776298308	Cyt-b5-r/eas/tok/trio/Ubx	5	1	All Clusters ( 275 genes)	0.0194552529182879	0.00608519269776876	3.19714656290532	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	4
D010661	Phenylketonurias	1/257	1/12325	0.0208519269776877	0.123325366823145	0.100899776298308	Hn	1	1	All Clusters ( 275 genes)	0.00389105058365759	8.11359026369168e-05	47.9571984435798	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	2
D013927	Thrombosis	1/257	1/12325	0.0208519269776877	0.123325366823145	0.100899776298308	nec	1	1	All Clusters ( 275 genes)	0.00389105058365759	8.11359026369168e-05	47.9571984435798	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	2
D016609	Neoplasms, Second Primary	1/257	1/12325	0.0208519269776877	0.123325366823145	0.100899776298308	v	1	1	All Clusters ( 275 genes)	0.00389105058365759	8.11359026369168e-05	47.9571984435798	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	2
D020167	Hyperlysinemias	1/257	1/12325	0.0208519269776877	0.123325366823145	0.100899776298308	LKRSDH	1	1	All Clusters ( 275 genes)	0.00389105058365759	8.11359026369168e-05	47.9571984435798	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	2
D002524	Cerebellar Ataxia	2/257	11/12325	0.0210412948134276	0.123325366823145	0.100899776298308	Eaat1/Gat	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.000892494929006085	8.71949062610541	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	3
D007669	Kidney Calculi	2/257	11/12325	0.0210412948134276	0.123325366823145	0.100899776298308	nrv1/Vha68-2	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.000892494929006085	8.71949062610541	0.123325366823145	0	0	0	0	0	0	0	0	0	0	0	2
D012162	Retinal Degeneration	14/257	367/12325	0.021853437154554	0.124623655124619	0.10196198274102	Atpalpha/CG17739/CG17841/Eaat2/eas/lectin-28C/ninaC/nrv1/nrv2/Pdh/Pdi/Slob/teq/Tps1	14	1	All Clusters ( 275 genes)	0.0544747081712062	0.0297768762677485	1.82942991337906	0.124623655124619	0	0	0	0	0	0	0	0	0	0	0	5
D008088	Listeriosis	6/257	107/12325	0.0244134543234093	0.135558917427351	0.110908767563411	Acsl/CG16926/Dif/DptB/fbp/GlyP	6	1	All Clusters ( 275 genes)	0.0233463035019455	0.0086815415821501	2.68918869777083	0.135558917427351	0	0	0	0	0	0	0	0	0	0	0	4
D044343	Overnutrition	2/257	13/12325	0.0290359395151487	0.153557417511256	0.125634404948097	Dif/teq	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00105476673427992	7.3780305297815	0.153557417511256	0	0	0	0	0	0	0	0	0	0	0	3
D064806	Dysbiosis	4/257	56/12325	0.0291104109026078	0.153557417511256	0.125634404948097	DptB/Irc/PGRP-SD/Tsf1	4	1	All Clusters ( 275 genes)	0.0155642023346304	0.00454361054766734	3.42551417454141	0.153557417511256	0	0	0	0	0	0	0	0	0	0	0	2
D011008	Pneumococcal Infections	2/257	14/12325	0.0334167541719855	0.167879407864022	0.137352072285855	DptB/GlyP	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00113590263691684	6.85102834908282	0.167879407864022	0	0	0	0	0	0	0	0	0	0	0	2
D019970	Cocaine-Related Disorders	2/257	14/12325	0.0334167541719855	0.167879407864022	0.137352072285855	CG4325/moody	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00113590263691684	6.85102834908282	0.167879407864022	0	0	0	0	0	0	0	0	0	0	0	3
D004266	DNA Virus Infections	3/257	35/12325	0.0359161332269863	0.175999230490662	0.143995379398696	AttC/DptB/Obp99b	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00283975659229209	4.11061700944969	0.175999230490662	0	0	0	0	0	0	0	0	0	0	0	2
D008659	Metabolic Diseases	5/257	88/12325	0.0367012613345457	0.175999230490662	0.143995379398696	AkhR/CCHa2/GlyP/Hex-C/Tps1	5	1	All Clusters ( 275 genes)	0.0194552529182879	0.00713995943204868	2.72484082065794	0.175999230490662	0	0	0	0	0	0	0	0	0	0	0	4
D002341	Carotid Artery Thrombosis	1/257	2/12325	0.0412707077929046	0.193513763206731	0.158325054456991	Dr	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000162271805273834	23.9785992217899	0.193513763206731	0	0	0	0	0	0	0	0	0	0	0	2
D013119	Spinal Cord Injuries	2/257	16/12325	0.0428843789812894	0.196708781848958	0.160939088167768	Eaat1/Eaat2	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00129817444219067	5.99464980544747	0.196708781848958	0	0	0	0	0	0	0	0	0	0	0	3
D018496	Hyperoxia	5/257	94/12325	0.0465956423553131	0.20918469227598	0.171146368337544	Aldh/AttC/DptB/Eaat1/Ndg	5	1	All Clusters ( 275 genes)	0.0194552529182879	0.00762677484787018	2.55091481082871	0.20918469227598	0	0	0	0	0	0	0	0	0	0	0	3
D012734	Disorders of Sex Development	3/257	40/12325	0.0502941952167366	0.221084899806905	0.180882631919842	v/Yp2/Yp3	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00324543610547667	3.59678988326848	0.221084899806905	0	0	0	0	0	0	0	0	0	0	0	3
D002239	Carbohydrate Metabolism, Inborn Errors	2/257	18/12325	0.0532165789143071	0.221171670606383	0.180953624242688	Atpalpha/v	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.0014604462474645	5.3285776048422	0.221171670606383	0	0	0	0	0	0	0	0	0	0	0	3
D024741	Cardiomyopathy, Hypertrophic, Familial	4/257	68/12325	0.0533447981979268	0.221171670606383	0.180953624242688	CG11089/Galk/Hn/sqd	4	1	All Clusters ( 275 genes)	0.0155642023346304	0.00551724137931034	2.82101167315175	0.221171670606383	0	0	0	0	0	0	0	0	0	0	0	5
D009894	Opportunistic Infections	3/257	41/12325	0.0534585554546233	0.221171670606383	0.180953624242688	Dif/PGRP-SD/Ser7	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00332657200811359	3.50906330074974	0.221171670606383	0	0	0	0	0	0	0	0	0	0	0	4
D009349	Nematode Infections	6/257	130/12325	0.0546712154946737	0.221838970564926	0.18149958180418	AttC/CG2736/DptB/GNBP3/PGRP-SD/Spn88Eb	6	1	All Clusters ( 275 genes)	0.0233463035019455	0.0105476673427992	2.21340915893445	0.221838970564926	0	0	0	0	0	0	0	0	0	0	0	3
D006967	Hypersensitivity	2/257	19/12325	0.0586795148668999	0.22678911350813	0.185549586507026	Atpalpha/v	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00154158215010142	5.04812615195577	0.22678911350813	0	0	0	0	0	0	0	0	0	0	0	3
D008607	Intellectual Disability	16/257	500/12325	0.0591692471888111	0.22678911350813	0.185549586507026	Acsl/Atpalpha/CaMKI/CG16758/CG2145/CG32191/CG3376/CG3999/CG5390/CG6415/CG7560/Gat/Hn/LKRSDH/Lsd-1/teq	16	1	All Clusters ( 275 genes)	0.0622568093385214	0.0405679513184584	1.53463035019455	0.22678911350813	0	0	0	0	0	0	0	0	0	0	0	5
D005354	Fibrosarcoma	1/257	3/12325	0.0612653055448502	0.22678911350813	0.185549586507026	kra	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000243407707910751	15.9857328145266	0.22678911350813	0	0	0	0	0	0	0	0	0	0	0	2
D006461	Hemolysis	1/257	3/12325	0.0612653055448502	0.22678911350813	0.185549586507026	Ubx	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000243407707910751	15.9857328145266	0.22678911350813	0	0	0	0	0	0	0	0	0	0	0	2
D011183	Postoperative Complications	1/257	3/12325	0.0612653055448502	0.22678911350813	0.185549586507026	Dr	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000243407707910751	15.9857328145266	0.22678911350813	0	0	0	0	0	0	0	0	0	0	0	2
D019966	Substance-Related Disorders	4/257	72/12325	0.0632678112149583	0.230163933902693	0.188310726665212	Adh/CG4325/kra/moody	4	1	All Clusters ( 275 genes)	0.0155642023346304	0.00584178498985801	2.6642888024211	0.230163933902693	0	0	0	0	0	0	0	0	0	0	0	4
D020642	Acatalasia	2/257	22/12325	0.076132770406988	0.272271433150415	0.222761362118573	Adh/Hex-C	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00178498985801217	4.35974531305271	0.272271433150415	0	0	0	0	0	0	0	0	0	0	0	3
D060467	Disease Resistance	12/257	365/12325	0.0805870914358014	0.275132083848334	0.225101829638946	Ac76E/AttC/Ugt49C1/CG3984/Dif/dnr1/fat-spondin/PKD/Prat2/SPE/toy/tsl	12	1	All Clusters ( 275 genes)	0.0466926070038911	0.0296146044624746	1.57667501732317	0.275132083848334	0	0	0	0	0	0	0	0	0	0	0	4
D000208	Acute Disease	1/257	4/12325	0.0808444985715483	0.275132083848334	0.225101829638946	eas	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000324543610547667	11.9892996108949	0.275132083848334	0	0	0	0	0	0	0	0	0	0	0	2
D013651	Taste Disorders	1/257	4/12325	0.0808444985715483	0.275132083848334	0.225101829638946	v	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000324543610547667	11.9892996108949	0.275132083848334	0	0	0	0	0	0	0	0	0	0	0	2
D024801	Tauopathies	7/257	185/12325	0.092613335083484	0.31018116988278	0.253777559794342	CaMKI/Ugt49C1/Ugt49B1/fon/Gel/Pdfr/Shmt	7	1	All Clusters ( 275 genes)	0.0272373540856031	0.0150101419878296	1.81459669786518	0.31018116988278	0	0	0	0	0	0	0	0	0	0	0	4
D001749	Urinary Bladder Neoplasms	1/257	5/12325	0.100016884243743	0.329743165241089	0.269782385131148	Lsd-1	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000405679513184584	9.59143968871595	0.329743165241089	0	0	0	0	0	0	0	0	0	0	0	2
D014929	Wolfram Syndrome	2/257	27/12325	0.108209630173041	0.351265107177102	0.287390758678198	Atpalpha/Eaat1	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00219066937119675	3.5523850698948	0.351265107177102	0	0	0	0	0	0	0	0	0	0	0	3
D000014	Abnormalities, Drug-Induced	4/257	89/12325	0.115116984995401	0.364579298150844	0.298283885740775	AttC/Dif/Hn/Ubx	4	1	All Clusters ( 275 genes)	0.0155642023346304	0.0072210953346856	2.15537970532943	0.364579298150844	0	0	0	0	0	0	0	0	0	0	0	4
D020964	Embryo Loss	3/257	57/12325	0.115766886142685	0.364579298150844	0.298283885740775	CG8249/svp/Ubx	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00462474645030426	2.52406307597788	0.364579298150844	0	0	0	0	0	0	0	0	0	0	0	4
D050171	Dyslipidemias	1/257	6/12325	0.118790882681191	0.368601121260754	0.301574377085376	svp	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000486815415821501	7.99286640726329	0.368601121260754	0	0	0	0	0	0	0	0	0	0	0	2
D018882	Heat Stress Disorders	3/257	60/12325	0.129573139298462	0.396230904231529	0.324179936612476	ap/DptB/Yp2	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00486815415821501	2.39785992217899	0.396230904231529	0	0	0	0	0	0	0	0	0	0	0	2
D012729	Sex Chromosome Aberrations	2/257	32/12325	0.143124496884881	0.431418126324428	0.352968684046925	Ubx/v	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00259634888438134	2.99732490272374	0.431418126324428	0	0	0	0	0	0	0	0	0	0	0	3
D019282	Wasting Syndrome	2/257	33/12325	0.150367556102699	0.446866962502387	0.365608290598111	Adgf-D/Hex-C	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00267748478701826	2.90649687536847	0.446866962502387	0	0	0	0	0	0	0	0	0	0	0	3
D002177	Candidiasis	3/257	65/12325	0.153776527368935	0.448523953984813	0.36696397332756	Dif/GNBP3/psh	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00527383367139959	2.21340915893445	0.448523953984813	0	0	0	0	0	0	0	0	0	0	0	3
D017436	Kallmann Syndrome	1/257	8/12325	0.155176533843087	0.448523953984813	0.36696397332756	Kal1	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000649087221095335	5.99464980544747	0.448523953984813	0	0	0	0	0	0	0	0	0	0	0	2
D015211	Zellweger Syndrome	2/257	36/12325	0.172500935085415	0.486155739881627	0.397752762986215	CG15067/IM2	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00292089249492901	2.6642888024211	0.486155739881627	0	0	0	0	0	0	0	0	0	0	0	2
D007415	Intestinal Obstruction	1/257	9/12325	0.172804172943706	0.486155739881627	0.397752762986215	Dif	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000730223123732252	5.3285776048422	0.486155739881627	0	0	0	0	0	0	0	0	0	0	0	2
D005621	Friedreich Ataxia	3/257	70/12325	0.179263829399193	0.491229454587399	0.401903869056291	Ac76E/Tsf1/Tsf3	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00567951318458418	2.05530850472485	0.491229454587399	0	0	0	0	0	0	0	0	0	0	0	2
D012327	RNA Virus Infections	3/257	70/12325	0.179263829399193	0.491229454587399	0.401903869056291	AttC/DptB/Obp99b	3	1	All Clusters ( 275 genes)	0.0116731517509728	0.00567951318458418	2.05530850472485	0.491229454587399	0	0	0	0	0	0	0	0	0	0	0	2
D018901	Peroxisomal Disorders	2/257	38/12325	0.187535162324797	0.501297504305822	0.410141135974831	CG15067/IM2	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00308316430020284	2.52406307597788	0.501297504305822	0	0	0	0	0	0	0	0	0	0	0	2
D000402	Airway Obstruction	1/257	10/12325	0.190065404476141	0.501297504305822	0.410141135974831	Lkr	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000811359026369168	4.79571984435798	0.501297504305822	0	0	0	0	0	0	0	0	0	0	0	2
D003715	Dengue	1/257	10/12325	0.190065404476141	0.501297504305822	0.410141135974831	DptB	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000811359026369168	4.79571984435798	0.501297504305822	0	0	0	0	0	0	0	0	0	0	0	2
D057174	Frontotemporal Lobar Degeneration	2/257	40/12325	0.202741903147868	0.521859127729965	0.426963816152229	Eaat1/Eaat2	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00324543610547667	2.39785992217899	0.521859127729965	0	0	0	0	0	0	0	0	0	0	0	3
D002609	Chediak-Higashi Syndrome	1/257	11/12325	0.206967815442413	0.521859127729965	0.426963816152229	v	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000892494929006085	4.35974531305271	0.521859127729965	0	0	0	0	0	0	0	0	0	0	0	2
D004198	Disease Susceptibility	5/257	151/12325	0.207754344688706	0.521859127729965	0.426963816152229	Aldh/Dif/eas/svp/Yp2	5	1	All Clusters ( 275 genes)	0.0194552529182879	0.0122515212981744	1.58798670342979	0.521859127729965	0	0	0	0	0	0	0	0	0	0	0	3
D009336	Necrosis	5/257	151/12325	0.207754344688706	0.521859127729965	0.426963816152229	Acsl/DNaseII/nec/psh/Spn43Ab	5	1	All Clusters ( 275 genes)	0.0194552529182879	0.0122515212981744	1.58798670342979	0.521859127729965	0	0	0	0	0	0	0	0	0	0	0	4
D015431	Weight Loss	2/257	42/12325	0.21808151217525	0.529915443476699	0.433555164530699	CG9485/GlyP	2	1	All Clusters ( 275 genes)	0.00778210116731518	0.00340770791075051	2.28367611636094	0.529915443476699	0	0	0	0	0	0	0	0	0	0	0	2
D011552	Pseudomonas Infections	6/257	194/12325	0.219143274752016	0.529915443476699	0.433555164530699	CG2736/Dif/DptB/PGRP-SD/psh/Sodh-1	6	1	All Clusters ( 275 genes)	0.0233463035019455	0.0157403651115619	1.48321232299731	0.529915443476699	0	0	0	0	0	0	0	0	0	0	0	4
D004421	Dystonia	1/257	12/12325	0.223518836347992	0.529915443476699	0.433555164530699	sqd	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000973630831643002	3.99643320363165	0.529915443476699	0	0	0	0	0	0	0	0	0	0	0	2
D012480	Salmonella Infections	1/257	12/12325	0.223518836347992	0.529915443476699	0.433555164530699	Dif	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000973630831643002	3.99643320363165	0.529915443476699	0	0	0	0	0	0	0	0	0	0	0	2
D052497	Lipodystrophy, Congenital Generalized	1/257	12/12325	0.223518836347992	0.529915443476699	0.433555164530699	Lsd-1	1	1	All Clusters ( 275 genes)	0.00389105058365759	0.000973630831643002	3.99643320363165	0.529915443476699	0	0	0	0	0	0	0	0	0	0	0	2
