ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	experiment_order	experiment	GeneRatio_dec	BgRatio_dec	freqratio
D059013	Microbial Consortia	6/275	64/18132	0.000413462406225258	0.00654648809856659	0.0049615488747031	Dif/fon/GNBP3/PGRP-SD/psh/SPE	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.00352967129936025	6.18136363636364
D050259	Genes, Mitochondrial	11/275	220/18132	0.000556390584539639	0.00834151157845931	0.0063219877226218	Aldh/CG13360/CG17928/CG33178/CG6910/Cyt-b5-r/Gel/Hn/Mal-B2/Spn43Ab/Yp3	11	1	All Clusters ( 275 genes)	0.04	0.0121332450915508	3.29672727272727
D018978	Molting	12/275	256/18132	0.000561954464233049	0.00834151157845931	0.0063219877226218	AkhR/ap/GramD1B/GlyP/Idgf1/Idgf2/Idgf4/Idgf5/Lkr/svp/Tps1/Ubx	12	1	All Clusters ( 275 genes)	0.0436363636363636	0.014118685197441	3.09068181818182
D004361	Drug Tolerance	11/275	224/18132	0.0006463051916025	0.00930287775791478	0.00705060209020909	Adh/Aldh/CG4325/Dif/dnr1/IM2/klg/kra/moody/Shmt/tsl	11	1	All Clusters ( 275 genes)	0.04	0.0123538495477609	3.23785714285714
D006487	Hemostasis	3/275	12/18132	0.000685960623239599	0.00958327341290616	0.00726311248136046	CG17549/Dif/fon	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.000661813368630046	16.4836363636364
D020013	Calcium Signaling	17/275	463/18132	0.000744144478542999	0.0100991036373693	0.00765405749358513	Btnd/CaMKI/CG2145/CG3376/Dif/Eaat1/Gel/IM2/klg/kra/Lkr/ninaC/Pdfr/Ubx/Vha68-2/Yp2/Yp3	17	1	All Clusters ( 275 genes)	0.0618181818181818	0.0255349658063093	2.42092283526409
D054643	INDEL Mutation	13/275	303/18132	0.000767247206551126	0.010123400641994	0.00767247206551126	AkhR/alpha-Est2/alpha-Est7/alpha-Est8/CG33307/GramD1B/CG9631/CG9649/Gat/Hn/NimB1/NimB5/Ubx	13	1	All Clusters ( 275 genes)	0.0472727272727273	0.0167107875579087	2.82887488748875
D004530	Egg Yolk	5/275	49/18132	0.00085532276186979	0.0107162039217066	0.00812175455118814	ap/Pdi/sqd/Yp2/Yp3	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.00270240458857269	6.72801484230056
D005720	Gamma Rays	15/275	386/18132	0.000857296313736525	0.0107162039217066	0.00812175455118814	ap/Atpalpha/AttC/CG13794/CG3597/CG6426/CG6910/Cyp9b1/Ets98B/fon/Hex-C/Ndg/svp/Ubx/v	15	1	All Clusters ( 275 genes)	0.0545454545454545	0.0212883300242665	2.56222326895902
D000824	Animal Nutritional Physiological Phenomena	14/275	349/18132	0.000935698407562349	0.0111474854820685	0.00844862057588346	Adh/ap/CG15203/CG17928/CG8665/CG9837/fbp/Hex-C/Idgf4/Pdi/RpL6/sqd/Yp2/Yp3	14	1	All Clusters ( 275 genes)	0.0509090909090909	0.0192477388043238	2.64493878614222
D001777	Blood Coagulation	5/275	50/18132	0.000938735619542607	0.0111474854820685	0.00844862057588346	CG15293/Dif/fon/Hayan/Tig	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.00275755570262519	6.59345454545455
D000332	Aerobiosis	4/275	30/18132	0.00103980745763046	0.0120465498140115	0.00913001670114554	Adh/Aldh/CG11089/Nepl21	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00165453342157512	8.79127272727273
D012621	Seasons	7/275	105/18132	0.00109902436227157	0.0123474139092765	0.00935804001545164	Adh/alpha-Est7/CG17928/fbp/Hex-C/Pdh/Tps1	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.00579086697551291	4.39563636363636
D024506	5' Flanking Region	8/275	136/18132	0.0011177658907345	0.0123474139092765	0.00935804001545164	AttC/CG16926/Dif/DptB/IM2/nec/PGRP-SD/Ubx	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.00750055151114053	3.87850267379679
D003624	Darkness	16/275	442/18132	0.00122692149840747	0.0132451752668988	0.0100384486233338	AkhR/alpha-Est2/alpha-Est7/alpha-Est8/CG33307/GramD1B/CG9631/CG9649/Hn/NimB1/NimB5/ninaC/Pdfr/Tsf1/Tsf3/Ubx	16	1	All Clusters ( 275 genes)	0.0581818181818182	0.0243767924112067	2.38677087618264
D021382	Protein Sorting Signals	13/275	325/18132	0.00144852618463935	0.0152899986156375	0.0115882094771148	CG3984/CG6805/Dif/Dr/Hayan/Lsd-1/nec/Pdi/psh/teq/Ubx/Yp2/Yp3	13	1	All Clusters ( 275 genes)	0.0472727272727273	0.0179241120670638	2.63738181818182
D011829	Radiation Dosage	7/275	113/18132	0.00168367736352179	0.0173857988624533	0.0131766054536488	AttC/CG13794/CG3597/CG6426/CG6910/Ets98B/fon	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.00623207588793294	4.08444086886565
D019151	Peptide Library	4/275	35/18132	0.00187218371646138	0.0189210056450884	0.0143401305941722	Acer/Ance-4/Ance-5/Ubx	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00193028899183764	7.53537662337662
D001481	Basal Metabolism	3/275	17/18132	0.00200451428659192	0.0198363392943993	0.0150338571494394	Adh/GlyP/Hex-C	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.000937568938892566	11.6355080213904
D008564	Membrane Potentials	15/275	422/18132	0.00206326268212384	0.0200010157960984	0.0151586646033588	Atpalpha/CG11459/CG12224/CG14642/Eaat1/eas/Grik/Lkr/Nep4/ninaC/nrv2/Pdi/Slob/Sox102F/v	15	1	All Clusters ( 275 genes)	0.0545454545454545	0.0232737701301566	2.34364498061181
D050216	Metabolic Detoxication, Phase I	3/275	18/18132	0.0023786256929424	0.021821525488826	0.0165384193178471	Adh/alpha-Est7/Cyp304a1	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.000992720052945069	10.9890909090909
D050528	Diet, Carbohydrate-Restricted	3/275	18/18132	0.0023786256929424	0.021821525488826	0.0165384193178471	CG42369/Nepl6/DptB	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.000992720052945069	10.9890909090909
D016385	TATA Box	11/275	264/18132	0.00241143712936015	0.021821525488826	0.0165384193178471	Adh/alpha-Est2/alpha-Est7/alpha-Est8/CG42369/Nepl6/Obp99c/Sodh-1/sqd/Ubx/v	11	1	All Clusters ( 275 genes)	0.04	0.014559894109861	2.74727272727273
D004790	Enzyme Induction	12/275	304/18132	0.00243482284401638	0.021821525488826	0.0165384193178471	Adh/CG11089/CG18003/CG6277/CG9837/LKRSDH/Lst/PGRP-SD/Shmt/Spat/svp/Vha68-2	12	1	All Clusters ( 275 genes)	0.0436363636363636	0.0167659386719612	2.60267942583732
D000136	Acid-Base Equilibrium	4/275	38/18132	0.00254718494156928	0.0224057934675075	0.0169812329437952	Atpalpha/Lkr/nrv1/Vha68-2	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00209574233399515	6.94047846889952
D050155	Lipogenesis	4/275	39/18132	0.00280490419609104	0.0242241726026045	0.0183593729198687	Acsl/Adh/Cyt-b5-r/Lsd-1	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00215089344804765	6.76251748251748
D013649	Taste	16/275	490/18132	0.00344298134268952	0.02920385960317	0.0221334514887183	Ac76E/AkhR/CG11594/CG8249/Eaat1/Eaat2/Gbp3/Grik/Hn/kra/Npc2g/Obp83ef/Obp99b/ppk19/teq/v	16	1	All Clusters ( 275 genes)	0.0581818181818182	0.0270240458857269	2.15296474953618
D012995	Solubility	10/275	239/18132	0.00363911584936924	0.0301827213119149	0.0228753256258723	Adh/alpha-Est7/Dif/Glt/GNBP3/klg/Nep4/nrv1/nrv2/PGRP-SD	10	1	All Clusters ( 275 genes)	0.0363636363636364	0.0131811162585484	2.7587675922404
D005807	Genes, Overlapping	12/275	320/18132	0.00368594842707758	0.0301827213119149	0.0228753256258723	Acer/Adh/bnb/CG15293/CG33307/Idgf1/Idgf2/NimB1/NimB2/NimB5/Ubx/yuri	12	1	All Clusters ( 275 genes)	0.0436363636363636	0.0176483564968012	2.47254545454545
D055595	Mechanical Phenomena	3/275	21/18132	0.00374901169979574	0.0301827213119149	0.0228753256258723	ap/tsl/Ubx	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00115817339510258	9.41922077922078
D018244	Chromosomes, Artificial, Yeast	4/275	43/18132	0.00401419017331618	0.0317790055387531	0.0240851410398971	alpha-Est2/alpha-Est7/alpha-Est8/Dif	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00237149790425767	6.13344608879493
D014314	Trisomy	2/275	7/18132	0.00457699562938514	0.0345617639702959	0.0261941790090664	Adh/Atpalpha	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.000386057798367527	18.8384415584416
D014590	Uterine Contraction	2/275	7/18132	0.00457699562938514	0.0345617639702959	0.0261941790090664	Yp2/Yp3	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.000386057798367527	18.8384415584416
D001923	Brain Chemistry	10/275	247/18132	0.00458398132658662	0.0345617639702959	0.0261941790090664	Atpalpha/Dr/Eaat1/Eaat2/eas/IM2/klg/kra/Nplp2/nrv2	10	1	All Clusters ( 275 genes)	0.0363636363636364	0.0136223251709685	2.66941479573059
D004579	Electron Transport	12/275	336/18132	0.00541088035869628	0.0395476168042062	0.0299729306305563	Adh/alrm/CG11089/Eaat1/fbp/IM2/Irc/Mal-B2/nec/PGRP-SD/Shmt/Ubx	12	1	All Clusters ( 275 genes)	0.0436363636363636	0.0185307743216413	2.35480519480519
D015394	Molecular Structure	10/275	253/18132	0.00541177914162821	0.0395476168042062	0.0299729306305563	Acsl/Adh/AttC/Dif/eas/nec/PGRP-SD/psh/Ubx/v	10	1	All Clusters ( 275 genes)	0.0363636363636364	0.0139532318552835	2.60610851598994
D043283	Chromosome Fragile Sites	4/275	47/18132	0.00553440841619329	0.0397401403451197	0.0301188432089328	Adh/Aldh/CG11089/Nepl21	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00259210236046768	5.61145067698259
D004627	Embryonic Induction	15/275	470/18132	0.00560545137499583	0.0397401403451197	0.0301188432089328	Adh/ap/Dr/Glt/klg/MP1/psh/SPE/sqd/svp/tok/toy/trio/tsl/Ubx	15	1	All Clusters ( 275 genes)	0.0545454545454545	0.0259210236046768	2.10429400386847
D001667	Binding, Competitive	11/275	296/18132	0.00569945333467292	0.0398123578524947	0.0301735764776802	Adh/ap/Eaat1/Eaat2/Hrb27C/Pdfr/sqd/svp/tsl/Ubx/Yp2	11	1	All Clusters ( 275 genes)	0.04	0.0163247297595411	2.45027027027027
D016324	Sequence Tagged Sites	6/275	107/18132	0.00581063733001353	0.040000764228354	0.0303163686783315	Glt/Tig/Ubx/v/Yp2/Yp3	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.00590116920361791	3.69726423109601
D006823	Hybrid Vigor	2/275	9/18132	0.00769059481835134	0.0521861791245269	0.0395516304943783	Adh/Hex-C	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.000496360026472535	14.6521212121212
D018928	Immunity, Mucosal	7/275	151/18132	0.00829670255556444	0.0555061086463818	0.0420677876056788	Dif/dnr1/fon/GNBP3/PGRP-SD/psh/SPE	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.00832781822192808	3.05656833232992
D006339	Heart Rate	6/275	116/18132	0.00852885281041516	0.0562667372909334	0.0426442640520758	Cyt-b5-r/DptB/eas/tok/trio/v	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.00639752923009045	3.41040752351097
D007121	Immunocompetence	3/275	29/18132	0.00942197833656487	0.0604000382024357	0.0457768710586881	AttC/Dif/DptB	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00159938230752261	6.82081504702194
D053444	Inhibitory Postsynaptic Potentials	2/275	10/18132	0.00951757399343484	0.0604000382024357	0.0457768710586881	Eaat1/kra	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.000551511140525039	13.1869090909091
D056915	DNA Copy Number Variations	13/275	407/18132	0.00953684813722669	0.0604000382024357	0.0457768710586881	AkhR/alpha-Est2/alpha-Est7/alpha-Est8/CG33307/GramD1B/CG9631/CG9649/Gel/Hn/NimB1/NimB5/Ubx	13	1	All Clusters ( 275 genes)	0.0472727272727273	0.0224465034193691	2.10601742238106
D060467	Disease Resistance	12/275	365/18132	0.0101259547049093	0.0632872169056831	0.047965048602202	Ac76E/AttC/Ugt49C1/CG3984/Dif/dnr1/fat-spondin/PKD/Prat2/SPE/toy/tsl	12	1	All Clusters ( 275 genes)	0.0436363636363636	0.0201301566291639	2.16771108343711
D058639	Cold-Shock Response	6/275	121/18132	0.0103818465113597	0.0640438583492968	0.0485385031699934	CG11594/CG13607/Dif/Hn/Obp99b/Tsf1	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.00667328480035297	3.26948159278738
D004041	Dietary Fats	8/275	201/18132	0.0118162793778742	0.0710472494239274	0.0538463364055029	CG11089/CG18003/CG6277/CG9837/LKRSDH/Lst/Shmt/Spat	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0110853739245533	2.6242605156038
D006309	Hearing	8/275	201/18132	0.0118162793778742	0.0710472494239274	0.0538463364055029	Atpalpha/Eaat2/klg/kra/ninaC/nrv1/nrv2/yuri	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0110853739245533	2.6242605156038
D010829	Physiological Phenomena	3/275	32/18132	0.0123710943694935	0.0724328905186044	0.0548965064983107	Atpalpha/CG14274/nrv2	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00176483564968012	6.18136363636364
D055598	Chemical Phenomena	3/275	32/18132	0.0123710943694935	0.0724328905186044	0.0548965064983107	Adh/Lsp1beta/v	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00176483564968012	6.18136363636364
D013269	Stochastic Processes	6/275	126/18132	0.0125042042579485	0.0724328905186044	0.0548965064983107	CG15067/CG18107/cv-2/IM2/svp/v	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.00694904037061549	3.13974025974026
D008390	Markov Chains	10/275	291/18132	0.0136886441366122	0.0783386260830216	0.0593724323997638	Adh/AttC/CG33307/DptB/Idgf1/Idgf2/NimB1/NimB2/toy/Tsf1	10	1	All Clusters ( 275 genes)	0.0363636363636364	0.0160489741892786	2.26579194001874
D008053	Lipid Mobilization	5/275	94/18132	0.014217840331225	0.0803985018729986	0.0609336014195357	CG16898/CG4335/CG5321/lectin-28C/Sodh-1	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.00518420472093536	3.50715667311412
D014920	Wine	1/275	1/18132	0.015166556364439	0.0847542855659825	0.064234826955271	Adh	1	1	All Clusters ( 275 genes)	0.00363636363636364	5.51511140525039e-05	65.9345454545455
D005518	Food Preferences	10/275	297/18132	0.0155792218370662	0.0860480275884472	0.0652153472249284	Acsl/Adh/Nepl21/CG3984/CG6912/cv-2/eas/Hn/IM2/kra	10	1	All Clusters ( 275 genes)	0.0363636363636364	0.0163798808735936	2.22001836547291
D001794	Blood Pressure	2/275	13/18132	0.0160106979557473	0.0874147302181603	0.0662511639548162	Acer/Dr	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00071696448268255	10.1437762237762
D005815	Genetic Code	8/275	213/18132	0.0162543333628287	0.0877364584925415	0.066495000120663	Adh/arg/CG16926/Dr/Hex-C/ninaC/Ubx/v	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0117471872931833	2.47641485275288
D059305	Diet, High-Fat	5/275	98/18132	0.0167603566541402	0.088933948566785	0.0674025715453528	Acsl/AkhR/CG3999/DptB/Mtp	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.00540480917714538	3.36400742115028
D018900	Dinucleotide Repeats	4/275	65/18132	0.0170112959362303	0.088933948566785	0.0674025715453528	Adh/ninaC/Ubx/v	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00358482241341275	4.05751048951049
D049449	Luminescence	3/275	36/18132	0.017037872251742	0.088933948566785	0.0674025715453528	CG4335/Pdfr/Ubx	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00198544010589014	5.49454545454546
D005802	Genes, MHC Class II	5/275	100/18132	0.0181378695488818	0.0936466090839008	0.0709742721477985	CG13607/Dif/DptB/nec/Ubx	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.00551511140525039	3.29672727272727
D022761	Gene Transfer, Horizontal	6/275	141/18132	0.0206669985157185	0.10283917585347	0.0779412701205249	Adh/bnb/CG32187/Hex-C/Hrb27C/Ubx	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.00777630708140304	2.8057253384913
D007526	Isoelectric Point	4/275	69/18132	0.0207323930904209	0.10283917585347	0.0779412701205249	Adh/alpha-Est7/Hrb27C/sqd	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00380542686962277	3.82229249011858
D053898	Biosynthetic Pathways	8/275	223/18132	0.0207843386988066	0.10283917585347	0.0779412701205249	Acsl/CG17928/CG3376/CRMP/Cyt-b5-r/eas/Irc/Mtp	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0122986984337084	2.36536485935589
D055537	Light Signal Transduction	8/275	223/18132	0.0207843386988066	0.10283917585347	0.0779412701205249	Achl/Aldh/CG18107/CG6912/Dyb/Grik/ninaC/Slob	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0122986984337084	2.36536485935589
D018919	Neovascularization, Physiologic	5/275	104/18132	0.0211125105775287	0.103386005405424	0.0783557093599004	ap/cv-2/Dif/Pdfr/Ubx	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0057357158614604	3.16993006993007
D005798	Genes, Bacterial	5/275	105/18132	0.021902884389321	0.106161939642117	0.0804595753077098	AttC/CG31694/Dif/DptB/Yp2	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.00579086697551291	3.13974025974026
D054892	Metagenome	5/275	107/18132	0.0235407640526076	0.111021235146653	0.0841424097953583	Dif/DptB/GNBP3/Irc/PGRP-SD	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.00590116920361791	3.08105352591334
D005814	Genes, Viral	4/275	72/18132	0.0238265874913358	0.111021235146653	0.0841424097953583	Adh/Ugt49C1/Ugt49B1/Dif	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00397088021178028	3.6630303030303
D002884	Chromosomes, Human, Pair 15	2/275	16/18132	0.0239082897424386	0.111021235146653	0.0841424097953583	Aldh/Atpalpha	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.000882417824840062	8.24181818181818
