Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	count	GeneRatio	experiment_order	hour6_NES	hour12_NES	ci_dependent_NES	sig_hours
hour_6	GO:0046906	tetrapyrrole binding	111	-0.50600579576065	-1.95077830043586	0.000137665198237885	0.00253772346064917	0.00173845717437955	1983	tags=41%, list=19%, signal=34%	Cyp4p2/Cyp12e1/Cyp6a14/Cyt-b5/Cyp6a21/glob1/Cyp6d4/Gycalpha99B/Cyp4e2/fa2h/Cyp318a1/Cyp311a1/Cyp6a13/Cyp9f2/Cyp9c1/Cyp12c1/Cyp6a18/CG42331/Cyp309a1/Cyp9b2/Cyp28a5/Irc/Cyp12a5/CG3556/Cyp6a8/shd/apolpp/Cyp4e3/Cyp4g15/Cyp4p3/Cyp6g1/Cyp6d5/Cyp12a4/Cyp6a2/Cyp309a2/Cyp304a1/Cyp28d1/Cyp12b2/Cyp4ac1/v/Cyt-b5-r/Cyp6w1/Cyp9b1/Cyp4ac2/Cyp6d2/CG6870	46	0.414414414414414	1	-1.95077830043586	NA	NA	1
hour_6	GO:0020037	heme binding	110	-0.501420324542144	-1.92919768289312	0.000138159712627798	0.00253772346064917	0.00173845717437955	1983	tags=41%, list=19%, signal=33%	Cyp4p2/Cyp12e1/Cyp6a14/Cyt-b5/Cyp6a21/glob1/Cyp6d4/Gycalpha99B/Cyp4e2/fa2h/Cyp318a1/Cyp311a1/Cyp6a13/Cyp9f2/Cyp9c1/Cyp12c1/Cyp6a18/CG42331/Cyp309a1/Cyp9b2/Cyp28a5/Irc/Cyp12a5/Cyp6a8/shd/apolpp/Cyp4e3/Cyp4g15/Cyp4p3/Cyp6g1/Cyp6d5/Cyp12a4/Cyp6a2/Cyp309a2/Cyp304a1/Cyp28d1/Cyp12b2/Cyp4ac1/v/Cyt-b5-r/Cyp6w1/Cyp9b1/Cyp4ac2/Cyp6d2/CG6870	45	0.409090909090909	1	-1.92919768289312	NA	NA	1
hour_6	GO:0004857	enzyme inhibitor activity	90	-0.500814629623737	-1.87302386161371	0.000140232786425466	0.00253772346064917	0.00173845717437955	882	tags=22%, list=8%, signal=21%	Spn28B/Spn55B/Spn42Da/Spn42Dd/Tep2/Reck/Spn75F/CG31313/CG30203/Kal1/Acp24A4/CG16704/CG16713/Spn43Ab/IM33/Spn77Ba/CG17739/nec/fat-spondin/Spn88Eb	20	0.222222222222222	1	-1.87302386161371	NA	NA	2
hour_6	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	73	-0.546268655347525	-1.9744048536187	0.000144487790781679	0.00253772346064917	0.00173845717437955	1574	tags=36%, list=15%, signal=30%	LManIV/Gba1a/Amyrel/LysE/beta-Man/Gal/AGBE/Mal-A3/LManII/Mal-A2/Cht9/Gba1b/Mal-A8/CG9485/LManV/CG15117/CG16965/Mal-A6/LManI/LManVI/LManIII/Mal-A1/CG14823/CG16756/Mal-B2/CG6426	26	0.356164383561644	1	-1.9744048536187	NA	NA	1
hour_6	GO:0061134	peptidase regulator activity	70	-0.594929830245194	-2.13672094277772	0.000145158949049209	0.00253772346064917	0.00173845717437955	882	tags=30%, list=8%, signal=28%	Spn28B/Spn55B/7B2/Spn42Da/Spn42Dd/Tep2/Reck/Spn75F/CG31313/CG30203/Kal1/Acp24A4/CG16704/CG16713/Spn43Ab/IM33/Spn77Ba/CG17739/nec/fat-spondin/Spn88Eb	21	0.3	1	-2.13672094277772	NA	NA	2
hour_6	GO:0030414	peptidase inhibitor activity	63	-0.617004523502633	-2.1730011944994	0.000146692093296171	0.00253772346064917	0.00173845717437955	882	tags=32%, list=8%, signal=29%	Spn28B/Spn55B/Spn42Da/Spn42Dd/Tep2/Reck/Spn75F/CG31313/CG30203/Kal1/Acp24A4/CG16704/CG16713/Spn43Ab/IM33/Spn77Ba/CG17739/nec/fat-spondin/Spn88Eb	20	0.317460317460317	1	-2.1730011944994	NA	NA	2
hour_6	GO:0061135	endopeptidase regulator activity	62	-0.607083915459468	-2.13119532364526	0.000147015583651867	0.00253772346064917	0.00173845717437955	882	tags=31%, list=8%, signal=28%	Spn28B/Spn55B/Spn42Da/Spn42Dd/Tep2/Reck/Spn75F/CG31313/CG30203/Acp24A4/CG16704/CG16713/Spn43Ab/IM33/Spn77Ba/CG17739/nec/fat-spondin/Spn88Eb	19	0.306451612903226	1	-2.13119532364526	NA	NA	2
hour_6	GO:0004866	endopeptidase inhibitor activity	60	-0.619891665529237	-2.16208583800335	0.0001478633742422	0.00253772346064917	0.00173845717437955	882	tags=33%, list=8%, signal=31%	Cys/Spn28B/Spn55B/Spn42Da/Spn42Dd/Tep2/Reck/Spn75F/CG31313/CG30203/Acp24A4/CG16704/CG16713/Spn43Ab/IM33/Spn77Ba/CG17739/nec/fat-spondin/Spn88Eb	20	0.333333333333333	1	-2.16208583800335	NA	NA	2
hour_6	GO:0004867	serine-type endopeptidase inhibitor activity	46	-0.655573497703368	-2.16901360430778	0.000153069034134395	0.00253772346064917	0.00173845717437955	882	tags=35%, list=8%, signal=32%	Spn28B/Spn55B/Spn42Da/Spn42Dd/Spn75F/CG30203/Acp24A4/CG16704/CG16713/Spn43Ab/IM33/Spn77Ba/CG17739/nec/fat-spondin/Spn88Eb	16	0.347826086956522	1	-2.16901360430778	NA	NA	2
hour_6	GO:0060089	molecular transducer activity	263	-0.381341439389474	-1.63221898728624	0.000242013552758955	0.00351668471526018	0.00240909061529937	1317	tags=22%, list=13%, signal=20%	Hr3/Rh7/CG13506/inaD/Cdk9/AstC-R2/nAChRalpha7/CG4839/SK/CG7166/Rdl/Ptp52F/Lerp/nAChRalpha6/GNBP2/CG9380/svp/GluClalpha/mAChR-A/DopEcR/Tie/PGRP-SA/Nrk/PGRP-SB2/Nlg3/TyrR/Octbeta1R/Ror/CG3277/Dh31-R/CG2839/PlexB/lectin-28C/unc-5/pHCl-2/CG33639/CG12290/PGRP-LF/mGluR/Nmdar1/AdipoR/nAChRbeta1/nAChRalpha5/Ddr/moody/PGRP-SD/nAChRalpha3/Rh6/CG11318/Rh5/Rh3/GNBP3/Pdfr/Ekar/CG31183/smog/PGRP-SB1/ninaE/Dop1R1	59	0.224334600760456	1	-1.63221898728624	NA	NA	3
hour_6	GO:0038023	signaling receptor activity	241	-0.397023706584656	-1.68284498034764	0.000245609726145155	0.00351668471526018	0.00240909061529937	1317	tags=24%, list=13%, signal=21%	Hr3/Rh7/CG13506/inaD/AstC-R2/nAChRalpha7/SK/CG7166/Rdl/Ptp52F/Lerp/nAChRalpha6/GNBP2/CG9380/svp/GluClalpha/mAChR-A/DopEcR/Tie/PGRP-SA/Nrk/PGRP-SB2/Nlg3/TyrR/Octbeta1R/Ror/CG3277/Dh31-R/CG2839/PlexB/lectin-28C/unc-5/pHCl-2/CG33639/CG12290/PGRP-LF/mGluR/Nmdar1/AdipoR/nAChRbeta1/nAChRalpha5/Ddr/moody/PGRP-SD/nAChRalpha3/Rh6/CG11318/Rh5/Rh3/GNBP3/Pdfr/Ekar/CG31183/smog/PGRP-SB1/ninaE/Dop1R1	57	0.236514522821577	1	-1.68284498034764	NA	NA	3
hour_6	GO:0016798	hydrolase activity, acting on glycosyl bonds	79	-0.50870791787279	-1.86431193367996	0.000285469597487868	0.00364372469635627	0.00249611883960914	2209	tags=41%, list=21%, signal=32%	Cht5/Cht11/CG6262/Mal-A4/FucTA/CG2794/LManIV/Gba1a/Amyrel/LysE/beta-Man/Gal/AGBE/Mal-A3/LManII/Mal-A2/Cht9/Gba1b/Mal-A8/CG9485/LManV/CG15117/CG16965/Mal-A6/LManI/LManVI/LManIII/Mal-A1/CG14823/CG16756/Mal-B2/CG6426	32	0.40506329113924	1	-1.86431193367996	NA	NA	1
hour_6	GO:0004402	histone acetyltransferase activity	47	0.531606134535355	1.97926393613387	0.000289184499710815	0.00364372469635627	0.00249611883960914	1692	tags=38%, list=16%, signal=32%	nej/CG1894/Ing3/E(Pc)/NC2beta/e(y)3/Br140/lid/mof/Taf12/Ada1-2/tth/CG8677/Chrac-14/Ada2a/Ada2b/Tip60/d4	18	0.382978723404255	1	1.97926393613387	NA	NA	2
hour_6	GO:0061733	peptide-lysine-N-acetyltransferase activity	47	0.531606134535355	1.97926393613387	0.000289184499710815	0.00364372469635627	0.00249611883960914	1692	tags=38%, list=16%, signal=32%	nej/CG1894/Ing3/E(Pc)/NC2beta/e(y)3/Br140/lid/mof/Taf12/Ada1-2/tth/CG8677/Chrac-14/Ada2a/Ada2b/Tip60/d4	18	0.382978723404255	1	1.97926393613387	NA	NA	2
hour_6	GO:0003712	transcription coregulator activity	130	0.445123065373924	2.0107132426723	0.000396510705789056	0.00462595823420566	0.00316899394490279	1632	tags=28%, list=16%, signal=24%	Smr/nej/skd/Spt20/sbb/CG31988/Gug/NC2beta/CG10555/mam/Mrtf/CG31875/NC2alpha/H/yki/CG10631/Bgb/MED7/kto/Ada1-2/MED1/Sin3A/CG17829/Su(var)2-10/MED20/MED11/MED4/Chi/jub/CycC/trr/Ada2a/Ote/Dlip3/Ada2b/MED6	36	0.276923076923077	1	2.0107132426723	NA	NA	2
hour_6	GO:0003735	structural constituent of ribosome	165	0.530312977347758	2.46979643068396	0.00043917435221783	0.00494071146245059	0.00338461436859606	1256	tags=30%, list=12%, signal=27%	RpL22/RpL26/RpS8/RpL8/RpL34b/RpS25/RpL19/RpS21/RpL28/RpL13A/mRpS14/RpS26/RpS9/RpL27A/RpL13/RpS19a/mRpL43/RpL17/RpS24/RpL37A/RpL24/RpS6/RpS5b/RpS19b/RpS20/RpL32/RpL3/RpL35A/RpLP1/RpS23/RpL10Ab/mRpL27/RpL4/RpL27/RpS10a/mRpL12/RpS27/RpL15/RpL12/RpL5/RpS10b/RpL7A/RpL39/mRpL11/mRpL42/RpL18A/mRpL36/sta/cav/tko	50	0.303030303030303	1	2.46979643068396	NA	NA	2
hour_6	GO:0019787	ubiquitin-like protein transferase activity	206	0.336246847082831	1.61332478119999	0.000485908649173955	0.00510204081632653	0.00349513238879512	3368	tags=47%, list=32%, signal=33%	HERC2/brat/CG31807/ctrip/CG2010/CG13344/FBXO11/Atg10/CG30466/CG10916/CG8184/Vhl/CG2617/lwr/CG7694/CG42797/CG6179/CG6752/ago/Ubc4/CG13025/Topors/Su(var)2-10/shtd/Ufd4/CG7656/Rca1/Bre1/Fbxl4/CG5087/mei-P26/Ubr1/Nse4/mib2/CG31053/UbcE2H/Roc1a/CG1317/CG11658/neur/fzy/CG46338/Roc2/CG8272/Nse1/Traf6/Skp2/LUBEL/wech/CG2218/Ubr3/APC4/Hakai/jet/Ubc6/elgi/CG3295/ari-2/m-cup/STUB1/CG13766/tn/Sce/CG6966/CG14435/Smurf/CG2924/bon/ben/ari-1/EloC/Trc8/CG8910/CG4080/CG31357/Cbl/dgrn/roq/nopo/gol/CG2247/vih/Ubc2/CG9855/APC10/CG15141/poe/Cdc27/sina/Ube3a/Cdc16/slmb/park/Kdm2/CG4911/Bruce/ida	97	0.470873786407767	1	1.61332478119999	NA	NA	2
hour_6	GO:0030246	carbohydrate binding	96	-0.466491672159212	-1.75859413014353	0.000560381059120202	0.0056941946329956	0.0039007849616177	1837	tags=38%, list=18%, signal=31%	CG9008/PH4alphaEFB/Mp/Gbs-70E/CG15765/LManIV/CG30148/CG32201/CG8343/LManII/GNBP2/lectin-37Db/bark/CG32444/CG14500/LManV/CG15864/CG15117/lectin-28C/ergic53/Plod/Hex-C/LManI/LManVI/rgn/CG13086/CG7763/LManIII/CG18135/Galk/GNBP3/lectin-24A/CG11619/CG42402/CG18231/GNBP-like3	36	0.375	1	-1.75859413014353	NA	NA	2
hour_6	GO:0005198	structural molecule activity	304	0.364420650192501	1.83240563868463	0.000632111251580278	0.00603378921962993	0.00413342285722351	1256	tags=23%, list=12%, signal=21%	RpL22/RpL26/RpS8/RpL8/RpL34b/RpS25/RpL19/RpS21/RpL28/RpL13A/mRpS14/RpS26/RpS9/RpL27A/RpL13/RpS19a/CG15515/mRpL43/RpL17/rhea/RpS24/dpy/RpL37A/RpL24/Cpr67Fb/RpS6/His3.3A/RpS5b/RpS19b/RpS20/RpL32/ksr/RpL3/alphaTub67C/RpL35A/Vm32E/Nup205/RpLP1/Arpc3A/RpS23/RpL10Ab/mRpL27/RpL4/Mst87F/RpL27/Vps25/RpS10a/mRpL12/tnc/RpS27/RpL15/RpL12/RpL5/Sec13/Muc11A/Cp36/RpS10b/RpL7A/His3.3B/RpL39/mRpL11/mRpL42/RpL18A/mRpL36/rols/Syn1/sta/cav/tko	69	0.226973684210526	1	1.83240563868463	NA	NA	2
hour_6	GO:0019901	protein kinase binding	81	0.424971476312906	1.77284357286986	0.000666000666000666	0.00611460517120894	0.00418878549740295	2336	tags=37%, list=22%, signal=29%	Pp2C1/CycE/spri/mask/csw/bora/Mob2/dome/Mbs/RhoU/CkIIalpha-i1/Unc-89/Sin1/CycB3/Mob3/Lnk/Lk6/Mekk1/CycB/Patj/mats/Cks30A/CycD/stumps/cos/hep/Cdc42/alc/gig/Atg17	30	0.37037037037037	1	1.77284357286986	NA	NA	1
hour_6	GO:0019900	kinase binding	93	0.425513179364024	1.82052866711089	0.000698080279232112	0.00611460517120894	0.00418878549740295	2336	tags=37%, list=22%, signal=29%	Pp2C1/CycE/spri/mask/csw/bora/yki/ksr/Mob2/dome/Mbs/RhoU/CkIIalpha-i1/Unc-89/Rab21/Sin1/CycB3/Mob3/Lnk/Lk6/Mekk1/CycB/Pi3K21B/Patj/mats/Cks30A/CycD/stumps/cos/hep/Cdc42/alc/gig/Atg17	34	0.365591397849462	1	1.82052866711089	NA	NA	2
hour_6	GO:0015075	ion transmembrane transporter activity	358	-0.340037153414999	-1.49042144232523	0.000698812019566737	0.00611460517120894	0.00418878549740295	2975	tags=40%, list=29%, signal=29%	Vha100-1/CG14540/ZnT77C/Vha26/CG1628/CG13796/CG5404/CG10413/na/sand/Vha14-1/Prestin/Ir76a/Oatp33Ea/pHCl-1/Nha2/Orct2/Ca-alpha1T/ZnT63C/ClC-a/CG8249/Oatp58Da/Mpc1/CG9702/CG34396/kar/CG1139/Ir25a/Nha1/Sfxn1-3/wtrw/VhaM9.7-a/porin/Mct1/ZnT41F/CG31030/Catsup/CG7888/Shab/CG15270/CG6125/pain/Cngl/ZnT86D/Dic1/jp/Irk3/CG43066/VhaAC45/CG1907/Task7/CG33281/CG4995/Ir62a/CG33282/CG42594/TrpA1/CG15279/Ca-beta/Vha36-3/CG6484/Ndae1/CG10353/Porin2/CG8051/Vha68-2/spict/tty/DAT/NAAT1/Picot/CG13384/ppk19/CG3285/CG12344/eag/CG15406/Irk2/CG4607/CG1607/nAChRalpha7/CG1688/cac/SK/aralar1/kcc/Vha44/Rdl/Oatp58Dc/CG4587/Oatp33Eb/CG12531/sesB/Nhe2/meigo/nAChRalpha6/ppk20/VGAT/CG9396/Esp/CngA/CG1208/GluClalpha/SLC22A/Tret1-2/Sh/CG42260/Vha100-5/CG8468/CG5002/CG4797/slo/nrv2/nrv3/Pkd2/CG1213/unc80/VAChT/pHCl-2/w/Ih/Eaat1/Nckx30C/CG8785/Nmdar1/nAChRbeta1/nAChRalpha5/CG14196/para/VGlut/nAChRalpha3/trpl/Eaat2/Gat/CG1090/Vha100-4/Zip42C.2/Irk1/Ekar/CG10804/Tret1-1/trp	142	0.396648044692737	1	-1.49042144232523	NA	NA	3
