Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	count	GeneRatio	experiment_order
hour_6	D018805	Sepsis	104	-0.496619636921894	-1.89882442736142	0.000137665198237885	0.00263412861814218	0.00192818852265701	1062	tags=31%, list=10%, signal=28%	Cyp6a13/Drs/GNBP2/Rel/Mtk/Uro/PGRP-SA/CG10912/Tep2/Cyp4e3/w/CG13323/Drat/Hsp70Bc/PGRP-LF/Hsp23/Tsf1/AttB/PGRP-SD/AttA/Hayan/GNBP3/CG16713/DptA/PGRP-SB1/GNBP-like3/DNaseII/SPE/AttC/CG5778/nec/DptB	32	0.307692307692308	1
hour_6	D009349	Nematode Infections	82	-0.606204243859883	-2.23436880837733	0.000141884222474461	0.00263412861814218	0.00192818852265701	1353	tags=39%, list=13%, signal=34%	Acp54A1/GstD2/p38c/Npc2d/sug/Drs/Rel/Mtk/spirit/PGRP-SA/Jon99Ci/vir-1/grass/Cyp4e3/mag/Hsp23/pug/Npc1b/AttB/PGRP-SD/AttA/daw/CG16704/GNBP3/DptA/atk/PGRP-SB1/AttC/CG2736/DptB/Spn88Eb/Hsp68	32	0.390243902439024	1
hour_6	D009181	Mycoses	77	-0.567095374111242	-2.07106317697371	0.000142571998859424	0.00263412861814218	0.00192818852265701	1621	tags=36%, list=16%, signal=31%	Gip/pic/Rab6/IM1/Fer1HCH/Drs/CG4306/Rel/PGRP-SA/grass/Spn42Dd/apolpp/Tep2/Lmpt/w/ry/Idgf2/Dif/CG5390/PGRP-SD/AttA/psh/GNBP3/DptA/Adh/PGRP-SB1/SPE/Lsp2	28	0.363636363636364	1
hour_6	D018354	Alphavirus Infections	77	-0.536504744289301	-1.95934453161543	0.000142571998859424	0.00263412861814218	0.00192818852265701	981	tags=27%, list=9%, signal=25%	AGO2/Drs/Rel/Mtk/vir-1/Obp99b/lectin-28C/Vago/Dif/AttB/phu/PGRP-SD/Gagr/AttA/lectin-24A/DptA/PGRP-SB1/AttC/nec/DptB/CG15553	21	0.272727272727273	1
hour_6	D018882	Heat Stress Disorders	56	-0.56334423080821	-1.95024618588947	0.000148632580261593	0.00263412861814218	0.00192818852265701	901	tags=25%, list=9%, signal=23%	ap/Rel/dec-1/ACC/e/w/Hsp70Bc/Hsp23/Yp2/Smvt/Hsp70Bbb/DptB/Hsp70Ba/Hsp70Bb	14	0.25	1
hour_6	D001766	Blindness	48	-0.59640735734093	-2.00041539459755	0.000151308821304282	0.00263412861814218	0.00192818852265701	1647	tags=44%, list=16%, signal=37%	cry/Galphaq/Tsp42Ej/ninaB/inaD/chp/nrv2/fkh/nrv3/Lmpt/tim/inaC/Dif/trpl/Rh6/Rh5/Rh3/ninaC/ninaE/trp/Arr2	21	0.4375	1
hour_6	D066263	Protein Aggregation, Pathological	44	-0.605094638372286	-1.99084605181163	0.000153775180685837	0.00263412861814218	0.00192818852265701	1585	tags=30%, list=15%, signal=25%	Appl/Atg8a/Gba1a/Gal/Hsc70-3/Gba1b/CRMP/tau/nSyb/Hsp70Bc/Hsp70Bbb/Hsp70Ba/Hsp70Bb	13	0.295454545454545	1
hour_6	D002908	Chronic Disease	39	-0.613860865689528	-1.97253419034452	0.000155327741534638	0.00263412861814218	0.00192818852265701	888	tags=31%, list=9%, signal=28%	Rel/Irc/Alp2/Obp99b/Hex-C/Hsp70Bc/Hsp23/Galk/Hsp70Bbb/Lsp1beta/Hsp68/Hsp70Ba	12	0.307692307692308	1
hour_6	D015431	Weight Loss	38	-0.647193378750209	-2.0673228174234	0.00015547263681592	0.00263412861814218	0.00192818852265701	1989	tags=53%, list=19%, signal=43%	foxo/ATPCL/Appl/Agpat3/Gk2/mdy/mino/AGBE/shf/FASN1/GlyS/Agpat4/ACC/UGP/CG9485/Pgm1/Ance/w/GlyP/CG11425	20	0.526315789473684	1
hour_6	D020388	Muscular Dystrophy, Duchenne	33	-0.643786763892625	-1.99358551561686	0.000158604282315623	0.00263412861814218	0.00192818852265701	626	tags=30%, list=6%, signal=29%	Alp2/Obp99b/Hex-C/Hsp70Bc/Hsp23/Galk/Hsp70Bbb/Lsp1beta/Hsp68/Hsp70Ba	10	0.303030303030303	1
hour_6	D002280	Carcinoma, Basal Cell	11	-0.852487618696919	-2.03324400599143	0.000174094707520891	0.00263412861814218	0.00192818852265701	447	tags=36%, list=4%, signal=35%	Hsp70Bc/Hsp70Bbb/Hsp70Ba/Hsp70Bb	4	0.363636363636364	1
hour_6	D002528	Cerebellar Neoplasms	11	-0.843374533867738	-2.01150864620597	0.000174094707520891	0.00263412861814218	0.00192818852265701	447	tags=36%, list=4%, signal=35%	Hsp70Bc/Hsp70Bbb/Hsp70Ba/Hsp70Bb	4	0.363636363636364	1
hour_6	D008527	Medulloblastoma	11	-0.843374533867738	-2.01150864620597	0.000174094707520891	0.00263412861814218	0.00192818852265701	447	tags=36%, list=4%, signal=35%	Hsp70Bc/Hsp70Bbb/Hsp70Ba/Hsp70Bb	4	0.363636363636364	1
hour_6	D000437	Alcoholism	193	-0.406303867021577	-1.67629394128547	0.000250909547108267	0.00363818843306988	0.00266316273685091	1732	tags=26%, list=17%, signal=22%	IM23/cbt/fz2/Gbs-70E/bgm/CG17752/CG31106/CG3106/Hr38/CG6767/Thor/Fkbp14/unc-13/IM1/CG30015/elB/CG31272/cac/Cyp6a13/Cyp309a1/Rel/Mtk/GstE7/scb/DopEcR/Sh/NPF/brp/Syn/slo/Cyp6a8/Cyp4e3/w/Arc1/tim/Cyp6a2/Drat/Hsp70Bc/Nmdar1/Dif/LManIII/AttA/Cyp4ac1/CG17646/Hsp70Bbb/Dr/Adh/Dop1R1/Hsp70Ba/Hsp70Bb	50	0.259067357512953	1
hour_6	D009630	Nondisjunction, Genetic	171	0.37101633385352	1.73448471558853	0.000460829493087558	0.0064147465437788	0.00469560999272375	1794	tags=32%, list=17%, signal=27%	Dhc64C/cid/mei-W68/bcd/dj/grk/glo/mod(mdg4)/px/CycE/twe/Psc/Ts/SA-2/ATPsynE/east/rgr/nod/alphaTub67C/Oseg1/mei-S332/mtrm/r/vir/lwr/mei-P22/Irbp/orb/Cap-D2/grp/Mer/His3.3B/sub/RpII15/Gen/Act42A/N/mei-P26/mus205/c(2)M/ec/Csk/Sod1/lok/ca/CG3558/bam/Act5C/mav/mei-41/ey/su(w[a])/spn-A/vas/Cap-G	55	0.321637426900585	1
hour_6	D017096	Prion Diseases	15	-0.76940816356259	-1.98311283291101	0.000512470105910489	0.0066448988944263	0.0048640820703302	447	tags=27%, list=4%, signal=26%	Hsp70Bc/Hsp70Bbb/Hsp70Ba/Hsp70Bb	4	0.266666666666667	1
hour_6	D005693	Galactosemias	14	-0.773129053225868	-1.96041964215674	0.000515552500429627	0.0066448988944263	0.0048640820703302	718	tags=50%, list=7%, signal=47%	Syn/UGP/Pgm1/Galt/Gale/VGlut/Galk	7	0.5	1
hour_6	D014777	Virus Diseases	104	-0.453152778527815	-1.73262896032168	0.000550660792951542	0.00684392699811202	0.00500977112384486	983	tags=20%, list=9%, signal=18%	Ank2/AGO2/Drs/Rel/Stat92E/PGRP-SA/vir-1/CG2076/w/Hsp70Bc/Hsp23/Vago/PGRP-SD/Prat2/Hsp70Bbb/DptA/PGRP-SB1/pst/DptB/Hsp70Ba/Hsp70Bb	21	0.201923076923077	1
hour_6	D064806	Dysbiosis	53	-0.538910630111129	-1.84381570322212	0.000596214040840662	0.00715456849008794	0.00523716144767478	1727	tags=42%, list=17%, signal=35%	zip/egr/Thor/GstD4/GstD3/GstD2/repo/Lip4/Drs/Rel/Stat92E/PGRP-SA/dve/Irc/Cyp6a8/lab/Tsf1/AttB/PGRP-SD/AttA/DptA/DptB	22	0.415094339622642	1
hour_6	D011552	Pseudomonas Infections	163	-0.409848375904069	-1.65870928427219	0.000772499034376207	0.00885315966215529	0.00648053429595154	1573	tags=26%, list=15%, signal=23%	Dredd/CG30427/Galphaq/Phm/Thor/LysE/Gal/p38c/Mdr50/Clk/sesB/Drs/Rel/Jon65Aiv/Msp300/Mtk/alphaTry/Peritrophin-15a/PGRP-SA/Nrk/Tep2/Crys/Cyp6g1/CG1648/w/tim/pros/Hsp70Bc/Sodh-1/Dif/AttB/PGRP-SD/AttA/daw/psh/Hsp70Bbb/DptA/CG4757/PGRP-SB1/CG2736/DptB/Lsp2/Hsp68	43	0.263803680981595	1
hour_6	D004266	DNA Virus Infections	34	-0.598071988404374	-1.86538275138242	0.000788643533123028	0.00885315966215529	0.00648053429595154	981	tags=38%, list=9%, signal=35%	AGO2/Drs/Rel/Mtk/vir-1/Obp99b/Vago/phu/Gagr/AttA/DptA/AttC/DptB	13	0.382352941176471	1
hour_6	D012878	Skin Neoplasms	23	-0.677306203951816	-1.93656932926731	0.000819940964250574	0.00891685798622499	0.00652716162331049	447	tags=17%, list=4%, signal=17%	Hsp70Bc/Hsp70Bbb/Hsp70Ba/Hsp70Bb	4	0.173913043478261	1
hour_6	D015419	Spastic Paraplegia, Hereditary	131	-0.430620461463217	-1.69761794540744	0.000933084510797121	0.00983980029567873	0.00720275762720585	1744	tags=24%, list=17%, signal=20%	alphaTub84B/tey/spict/Atg8a/Rab6/Thor/ERp60/repo/yip2/Hsc70-3/GlyS/Mfe2/Syt1/brp/ACC/Syn/betaTub97EF/Pgm1/w/CG11089/Ubi-p63E/Paics/Hsp70Bc/ReepB/Acsl/VGlut/Mal-A1/Pdh/Hsp68/Hsp70Ba/Hsp70Bb	31	0.236641221374046	1
hour_6	D002872	Chromosome Deletion	454	0.27907306098031	1.44811764085531	0.000978473581213307	0.0100149648900656	0.00733097853416781	1675	tags=26%, list=16%, signal=23%	RpS8/RpL8/RpL34b/Cp16/kis/hb/Dhc64C/fs(1)h/RpS25/RpL19/RpS21/RpL28/RpL13A/Yp1/RpS26/RpS9/abd-A/RpL27A/Hsp27/RpL13/RpS19a/bcd/osa/mod(mdg4)/RpL17/CycE/twe/RpS24/dpy/Psc/RpL37A/Hsc70-2/SA-2/RpL24/ND-B17/RpS6/east/RpS20/Actn/RpL32/nod/csw/H/mus101/alphaTub67C/RpL35A/RpLP1/Pcl/Ca-alpha1D/RpS23/Alh/p53/vnd/eIF2alpha/fu/ph-d/feo/l(2)35Be/RpL4/mtrm/RpL27/sev/Pgant35A/r/Vps25/dome/wapl/RpS27/RpL15/RpL12/Map205/RpL5/Hmr/Cp36/esc/kto/RpS10b/RpL7A/Scm/RpL39/rst/RpL18A/dib/N/Abd-B/bw/sta/simj/nos/tko/pum/CG9194/snk/kuz/Ddc/Amy-p/Glut1/Mst85C/trr/aurA/lok/ca/bi/stg/Act5C/Blos3/Hsp26/fzy/Grx1/S/zen/Rnmt/fliI/mei-41/Sac1/RpS3/ey/beat-Ia/ash1	119	0.262114537444934	1
hour_6	D016908	Gram-Positive Bacterial Infections	129	-0.426997863446065	-1.67836496643036	0.0012054647736405	0.0114808542459366	0.00840401308988705	1732	tags=30%, list=17%, signal=26%	IM23/IM3/egr/CG15068/Dredd/CG10560/IM1/p38c/IM2/CG15067/CG31272/Drs/Rel/SPH93/Mtk/spirit/PGRP-SA/grass/Cyp6a8/w/CG3348/Ubi-p63E/CG18067/PGRP-LF/Dif/Smvt/AttB/PGRP-SD/AttA/psh/GNBP3/yip7/DptA/SPE/AttC/CG5778/nec/DptB/Lsp2	39	0.302325581395349	1
hour_6	D010009	Osteochondrodysplasias	146	0.358057156339262	1.64385738471117	0.00125	0.0114808542459366	0.00840401308988705	2912	tags=42%, list=28%, signal=31%	nej/skd/kis/mei-W68/E(Pc)/Hsp27/osa/mam/mod(mdg4)/Psc/Apc2/Psn/H/Pcl/mei-S332/ph-d/CycT/mei-P22/esc/kto/Scm/TfIIFbeta/Hsp67Ba/MED20/N/fz/Taf4/Apc/Cdk7/trr/PR-Set7/Hsp26/dsh/MED6/ash1/Spt6/Cdk8/Cap-G/MED18/Slbp/Su(z)2/trx/crm/brm/RpII215/Hsf/Sce/Dp/ash2/E(z)/Dl/e(y)1/TfIIEbeta/barr/EloC/psq/BEAF-32/Su(H)/Ser/ord/MED17/pho	62	0.424657534246575	1
hour_6	D011655	Pulmonary Embolism	146	0.358057156339262	1.64385738471117	0.00125	0.0114808542459366	0.00840401308988705	2912	tags=42%, list=28%, signal=31%	nej/skd/kis/mei-W68/E(Pc)/Hsp27/osa/mam/mod(mdg4)/Psc/Apc2/Psn/H/Pcl/mei-S332/ph-d/CycT/mei-P22/esc/kto/Scm/TfIIFbeta/Hsp67Ba/MED20/N/fz/Taf4/Apc/Cdk7/trr/PR-Set7/Hsp26/dsh/MED6/ash1/Spt6/Cdk8/Cap-G/MED18/Slbp/Su(z)2/trx/crm/brm/RpII215/Hsf/Sce/Dp/ash2/E(z)/Dl/e(y)1/TfIIEbeta/barr/EloC/psq/BEAF-32/Su(H)/Ser/ord/MED17/pho	62	0.424657534246575	1
hour_6	D001161	Arteriosclerosis	147	0.349038023685253	1.60308623859161	0.00125365649811952	0.0114808542459366	0.00840401308988705	2912	tags=42%, list=28%, signal=31%	nej/skd/kis/mei-W68/E(Pc)/Hsp27/osa/mam/mod(mdg4)/Psc/Apc2/Psn/H/Pcl/mei-S332/ph-d/CycT/mei-P22/esc/kto/Scm/TfIIFbeta/Hsp67Ba/MED20/N/fz/Taf4/Apc/Cdk7/trr/PR-Set7/Hsp26/dsh/MED6/ash1/Spt6/Cdk8/Cap-G/MED18/Slbp/Su(z)2/trx/crm/brm/RpII215/Hsf/Sce/Dp/ash2/E(z)/Dl/e(y)1/TfIIEbeta/barr/EloC/psq/BEAF-32/Su(H)/Ser/ord/MED17/pho	62	0.421768707482993	1
hour_6	D009069	Movement Disorders	46	-0.539049499064396	-1.78975893188066	0.00152625152625153	0.0136188597727059	0.00996903830911928	793	tags=33%, list=8%, signal=30%	dsx/alphaTub84B/qvr/Appl/eag/Sh/w/Ubi-p63E/Hsp70Bc/hig/para/Hsp70Bbb/nec/Hsp70Ba/Hsp70Bb	15	0.326086956521739	1
hour_6	D014202	Tremor	14	-0.73353549394983	-1.86002244328836	0.00171850833476542	0.0149510225124592	0.010944184658243	447	tags=36%, list=4%, signal=34%	AGO2/Hsp70Bc/Hsp70Bbb/Hsp70Ba/Hsp70Bb	5	0.357142857142857	1
hour_6	D012162	Retinal Degeneration	336	-0.331626177131831	-1.44416397673986	0.0018499248468031	0.0153482880755608	0.0112349840117535	1421	tags=18%, list=14%, signal=16%	Thor/ninaD/Tsp42Ej/eag/ninaB/Ire1/inaD/sip3/repo/bnl/Fer1HCH/cpa/Hsc70-3/Cys/Ank2/Pdi/Pisd/CG4306/Eip71CD/laza/Ubqn/Sh/chp/Arr1/bdl/dve/Spn42Da/CG7149/nrv2/nrv3/Fatp1/lectin-28C/Gbeta76C/w/ry/tau/nSyb/inaC/Cpr72Ec/CG1561/Ggamma30A/trpl/Eaat2/Rh6/CDase/Rh5/Rh3/CG11425/Ekar/ninaC/teq/CG17739/ninaE/Tps1/trp/Arr2/CG6870/Pdh/Cpn/retinin	60	0.178571428571429	1
