ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	experiment_order	experiment	GeneRatio_dec	BgRatio_dec	freqratio	All_GOI	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8	cluster_9	cluster_10	cluster_11	sig_hours	plot_order
GO:0010876	lipid localization	9/202	101/7864	0.00110418872586954	0.0376566430994818	0.0342679259752615	Apoltp/Mtp/Acsl/alpha-Est7/svp/cv-d/Lsd-1/Npc2g/Npc2h	9	1	All Clusters (275genes)	0.0445544554455446	0.0128433367243133	3.46907165964121	3.46907165964121	0	0	0	0	0	0	0	0	0	0	0	1	11
GO:0031347	regulation of defense response	12/202	135/7864	0.000172454287201749	0.00960583173002186	0.00874140400103102	GlyP/Spn28Dc/Dif/nec/dnr1/PGRP-SD/GNBP3/Spn77Ba/SPE/CG4325/Hayan/psh	12	1	All Clusters (275genes)	0.0594059405940594	0.0171668362156663	3.46050605060506	3.46050605060506	0	0	0	0	0	0	0	0	0	0	0	1	12
GO:0045087	innate immune response	13/202	162/7864	0.000258900664442381	0.013476460901764	0.0122637156841128	GlyP/Spn28Dc/Dif/fon/Hf/nec/PGRP-SD/GNBP3/Spn77Ba/MP1/SPE/Hayan/psh	13	1	All Clusters (275genes)	0.0643564356435644	0.0206002034587996	3.12406796235179	3.12406796235179	0	0	0	0	0	0	0	0	0	0	0	1	13
GO:0005975	carbohydrate metabolic process	16/202	203/7864	6.25732164223052e-05	0.00515707592013832	0.00469299123167289	GlyP/Tps1/CG5171/Mal-B2/Idgf1/Idgf2/fbp/Hex-C/CG6805/Idgf5/CG9485/CG11594/GNBP3/Galk/CG6910/Idgf4	16	1	All Clusters (275genes)	0.0792079207920792	0.0258138351983723	3.06842901038872	3.06842901038872	0	0	0	0	0	0	0	0	0	0	0	1	14
GO:0009617	response to bacterium	17/202	218/7864	4.2039111607804e-05	0.00415766813801182	0.00378352004470236	GlyP/NimB1/NimB2/NimB5/Dif/AttC/CG6426/IM2/DptB/dnr1/PGRP-SD/CG33493/SPE/CG4325/CG16756/Yp3/psh	17	1	All Clusters (275genes)	0.0841584158415842	0.0277212614445575	3.03587973476247	3.03587973476247	0	0	0	0	0	0	0	0	0	0	0	2	15
GO:0042742	defense response to bacterium	15/202	193/7864	0.000124814900545963	0.00822946244266382	0.00748889403275777	GlyP/NimB1/NimB2/NimB5/Dif/AttC/CG6426/DptB/dnr1/PGRP-SD/CG33493/SPE/CG4325/CG16756/psh	15	1	All Clusters (275genes)	0.0742574257425743	0.0245422177009156	3.02570153388396	3.02570153388396	0	0	0	0	0	0	0	0	0	0	0	1	16
GO:0050776	regulation of immune response	12/202	155/7864	0.000617706912979734	0.0265613972581286	0.02417114007312	GlyP/Spn28Dc/Dif/nec/dnr1/PGRP-SD/GNBP3/Spn77Ba/SPE/CG4325/Hayan/psh	12	1	All Clusters (275genes)	0.0594059405940594	0.0197100712105799	3.01398914084957	3.01398914084957	0	0	0	0	0	0	0	0	0	0	0	1	17
GO:0043207	response to external biotic stimulus	26/202	339/7864	4.78764437528596e-07	0.000132666294416887	0.000120727669337915	GlyP/Glt/NimB1/NimB2/NimB5/Dif/nec/AttC/CG6426/IM2/DptB/dnr1/PGRP-SD/GNBP3/CG33493/CG9372/MP1/Spn88Eb/SPE/Obp99c/CG4325/CG16756/CG15203/Yp3/Tsf1/psh	26	1	All Clusters (275genes)	0.128712871287129	0.0431078331637843	2.98583486667251	2.98583486667251	0	0	0	0	0	0	0	0	0	0	0	3	18
GO:0006952	defense response	26/202	341/7864	5.36567419279624e-07	0.000132666294416887	0.000120727669337915	GlyP/Spn28Dc/Glt/NimB1/NimB2/NimB5/Dif/fon/Hf/nec/AttC/CG6426/IM2/DptB/dnr1/PGRP-SD/GNBP3/CG33493/Spn77Ba/MP1/SPE/CG4325/CG16756/CG15203/Hayan/psh	26	1	All Clusters (275genes)	0.128712871287129	0.0433621566632757	2.96832263871548	2.96832263871548	0	0	0	0	0	0	0	0	0	0	0	3	19
GO:0045451	pole plasm oskar mRNA localization	2/7	47/7864	0.00072035701668677	0.0265537676419841	0.014805272994329	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0059766022380468	47.8054711246201	0	47.8054711246201	0	0	0	0	0	0	0	0	0	0	1	20
GO:0017148	negative regulation of translation	2/7	50/7864	0.000815275891244267	0.0265537676419841	0.014805272994329	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.00635808748728383	44.9371428571429	0	44.9371428571429	0	0	0	0	0	0	0	0	0	0	1	21
GO:0019094	pole plasm mRNA localization	2/7	51/7864	0.000848191960895599	0.0265537676419841	0.014805272994329	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0064852492370295	44.0560224089636	0	44.0560224089636	0	0	0	0	0	0	0	0	0	0	1	22
GO:0034249	negative regulation of cellular amide metabolic process	2/7	55/7864	0.000986216280492376	0.0265537676419841	0.014805272994329	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.00699389623601221	40.851948051948	0	40.851948051948	0	0	0	0	0	0	0	0	0	0	1	23
GO:0060811	intracellular mRNA localization involved in anterior/posterior axis specification	2/7	60/7864	0.00117299453914974	0.0265537676419841	0.014805272994329	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.00762970498474059	37.447619047619	0	37.447619047619	0	0	0	0	0	0	0	0	0	0	1	24
GO:0060810	intracellular mRNA localization involved in pattern specification process	2/7	63/7864	0.00129262062347486	0.0265537676419841	0.014805272994329	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.00801119023397762	35.6643990929705	0	35.6643990929705	0	0	0	0	0	0	0	0	0	0	1	25
GO:0007315	pole plasm assembly	2/7	64/7864	0.00133375088612705	0.0265537676419841	0.014805272994329	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0081383519837233	35.1071428571429	0	35.1071428571429	0	0	0	0	0	0	0	0	0	0	1	26
GO:0007028	cytoplasm organization	2/7	71/7864	0.0016391468418024	0.0269813465027836	0.0150436731282043	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.00902848423194303	31.6458752515091	0	31.6458752515091	0	0	0	0	0	0	0	0	0	0	1	27
GO:0009950	dorsal/ventral axis specification	2/7	72/7864	0.00168526271285516	0.0269813465027836	0.0150436731282043	sqd/Vml	2	2	Cluster 1 (9 genes)	0.285714285714286	0.00915564598168871	31.2063492063492	0	31.2063492063492	0	0	0	0	0	0	0	0	0	0	1	28
GO:0008298	intracellular mRNA localization	2/7	83/7864	0.00223324536705497	0.0269813465027836	0.0150436731282043	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0105544252288912	27.0705679862306	0	27.0705679862306	0	0	0	0	0	0	0	0	0	0	1	29
GO:0008358	maternal determination of anterior/posterior axis, embryo	2/7	85/7864	0.00234084741348351	0.0269813465027836	0.0150436731282043	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0108087487283825	26.4336134453781	0	26.4336134453781	0	0	0	0	0	0	0	0	0	0	1	30
GO:0048024	regulation of mRNA splicing, via spliceosome	2/7	91/7864	0.00267824191053997	0.0279302370670597	0.0155727349184279	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0115717192268566	24.690737833595	0	24.690737833595	0	0	0	0	0	0	0	0	0	0	1	31
GO:0043484	regulation of RNA splicing	2/7	101/7864	0.00328880663265957	0.0311287784263609	0.0173561081348612	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0128433367243133	22.2461103253182	0	22.2461103253182	0	0	0	0	0	0	0	0	0	0	1	32
GO:0007351	tripartite regional subdivision	2/7	109/7864	0.00382021251119281	0.0311287784263609	0.0173561081348612	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0138606307222787	20.6133682830931	0	20.6133682830931	0	0	0	0	0	0	0	0	0	0	1	33
GO:0000578	embryonic axis specification	2/7	112/7864	0.00402924113117094	0.0315144217045156	0.0175711267374372	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0142421159715158	20.0612244897959	0	20.0612244897959	0	0	0	0	0	0	0	0	0	0	1	34
GO:0009798	axis specification	3/7	178/7864	0.00037325489804259	0.0265537676419841	0.014805272994329	Hrb27C/sqd/Vml	3	2	Cluster 1 (9 genes)	0.428571428571429	0.0226347914547304	18.9341894060995	0	18.9341894060995	0	0	0	0	0	0	0	0	0	0	1	35
GO:0007309	oocyte axis specification	2/7	120/7864	0.00461243329226983	0.0321248970877622	0.0179115023416507	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0152594099694812	18.7238095238095	0	18.7238095238095	0	0	0	0	0	0	0	0	0	0	1	36
GO:0009948	anterior/posterior axis specification	2/7	120/7864	0.00461243329226983	0.0321248970877622	0.0179115023416507	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0152594099694812	18.7238095238095	0	18.7238095238095	0	0	0	0	0	0	0	0	0	0	1	37
GO:0007308	oocyte construction	2/7	123/7864	0.00484073791733404	0.0321248970877622	0.0179115023416507	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0156408952187182	18.267131242741	0	18.267131242741	0	0	0	0	0	0	0	0	0	0	1	38
GO:0006417	regulation of translation	2/7	125/7864	0.00499583530823157	0.0321790568383151	0.0179416995589741	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0158952187182096	17.9748571428571	0	17.9748571428571	0	0	0	0	0	0	0	0	0	0	1	39
GO:0007297	ovarian follicle cell migration	2/7	131/7864	0.00547495106248015	0.0333059522967542	0.0185700094516871	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0166581892166836	17.1515812431843	0	17.1515812431843	0	0	0	0	0	0	0	0	0	0	1	40
GO:0034248	regulation of cellular amide metabolic process	2/7	163/7864	0.00837412114152021	0.0431781324632117	0.0240743252378397	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0207273652085453	13.7843996494303	0	13.7843996494303	0	0	0	0	0	0	0	0	0	0	1	41
GO:0006403	RNA localization	2/7	164/7864	0.00847388699366573	0.0431781324632117	0.0240743252378397	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0208545269582909	13.7003484320557	0	13.7003484320557	0	0	0	0	0	0	0	0	0	0	1	42
GO:0010631	epithelial cell migration	2/7	165/7864	0.00857419972579114	0.0431781324632117	0.0240743252378397	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0209816887080366	13.617316017316	0	13.617316017316	0	0	0	0	0	0	0	0	0	0	1	43
GO:0090132	epithelium migration	2/7	166/7864	0.00867505857708363	0.0431781324632117	0.0240743252378397	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0211088504577823	13.5352839931153	0	13.5352839931153	0	0	0	0	0	0	0	0	0	0	1	44
GO:0048469	cell maturation	2/7	177/7864	0.00982033281994115	0.045758572075896	0.0255130707080218	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0225076297049847	12.6941081517353	0	12.6941081517353	0	0	0	0	0	0	0	0	0	0	1	45
GO:0032269	negative regulation of cellular protein metabolic process	2/7	180/7864	0.0101440003931175	0.0458244545290817	0.0255498040152534	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0228891149542218	12.4825396825397	0	12.4825396825397	0	0	0	0	0	0	0	0	0	0	1	46
GO:0051248	negative regulation of protein metabolic process	2/7	181/7864	0.0102529601457763	0.0458244545290817	0.0255498040152534	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0230162767039674	12.4135753749013	0	12.4135753749013	0	0	0	0	0	0	0	0	0	0	1	47
GO:0001667	ameboidal-type cell migration	2/7	187/7864	0.0109179070093367	0.0478204327008948	0.0266626781701697	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0237792472024415	12.0152788388082	0	12.0152788388082	0	0	0	0	0	0	0	0	0	0	1	48
GO:0010608	posttranscriptional regulation of gene expression	2/7	193/7864	0.0116019171622668	0.0488619203564698	0.0272433682352824	Hrb27C/sqd	2	2	Cluster 1 (9 genes)	0.285714285714286	0.0245422177009156	11.6417468541821	0	11.6417468541821	0	0	0	0	0	0	0	0	0	0	1	49
GO:0003002	regionalization	4/7	416/7864	0.0002377946604935	0.0265537676419841	0.014805272994329	cv-2/Hrb27C/sqd/Vml	4	2	Cluster 1 (9 genes)	0.571428571428571	0.0528992878942014	10.8021978021978	0	10.8021978021978	0	0	0	0	0	0	0	0	0	0	1	50
GO:0030707	ovarian follicle cell development	3/7	319/7864	0.0020490906453659	0.0269813465027836	0.0150436731282043	Hrb27C/sqd/Vml	3	2	Cluster 1 (9 genes)	0.428571428571429	0.0405645981688708	10.5651589789521	0	10.5651589789521	0	0	0	0	0	0	0	0	0	0	1	51
GO:0002066	columnar/cuboidal epithelial cell development	3/7	320/7864	0.00206767399007596	0.0269813465027836	0.0150436731282043	Hrb27C/sqd/Vml	3	2	Cluster 1 (9 genes)	0.428571428571429	0.0406917599186165	10.5321428571429	0	10.5321428571429	0	0	0	0	0	0	0	0	0	0	1	52
GO:0002065	columnar/cuboidal epithelial cell differentiation	3/7	332/7864	0.0022990870911041	0.0269813465027836	0.0150436731282043	Hrb27C/sqd/Vml	3	2	Cluster 1 (9 genes)	0.428571428571429	0.0422177009155646	10.1514629948365	0	10.1514629948365	0	0	0	0	0	0	0	0	0	0	1	53
GO:0006412	translation	3/7	387/7864	0.00356833477548306	0.0311287784263609	0.0173561081348612	Hrb27C/RpL6/sqd	3	2	Cluster 1 (9 genes)	0.428571428571429	0.0492115971515768	8.70874861572536	0	8.70874861572536	0	0	0	0	0	0	0	0	0	0	1	54
GO:0043043	peptide biosynthetic process	3/7	424/7864	0.00462807541310079	0.0321248970877622	0.0179115023416507	Hrb27C/RpL6/sqd	3	2	Cluster 1 (9 genes)	0.428571428571429	0.0539165818921668	7.94878706199461	0	7.94878706199461	0	0	0	0	0	0	0	0	0	0	1	55
GO:0043604	amide biosynthetic process	3/7	447/7864	0.00537580451950386	0.0333059522967542	0.0185700094516871	Hrb27C/RpL6/sqd	3	2	Cluster 1 (9 genes)	0.428571428571429	0.0568413021363174	7.53978906999041	0	7.53978906999041	0	0	0	0	0	0	0	0	0	0	1	56
GO:0050830	defense response to Gram-positive bacterium	5/66	46/7864	3.75237054167647e-05	0.00364355904193435	0.00330101472059541	AttC/CG33493/DptB/PGRP-SD/SPE	5	3	Cluster 2 (86 genes)	0.0757575757575758	0.00584944048830112	12.9512516469038	0	0	12.9512516469038	0	0	0	0	0	0	0	0	0	1	57
GO:0019731	antibacterial humoral response	5/66	47/7864	4.17201417015384e-05	0.00364355904193435	0.00330101472059541	AttC/CG33493/CG4325/DptB/SPE	5	3	Cluster 2 (86 genes)	0.0757575757575758	0.0059766022380468	12.675693101225	0	0	12.675693101225	0	0	0	0	0	0	0	0	0	2	4
GO:1901606	alpha-amino acid catabolic process	4/66	44/7864	0.000477377784668282	0.018297316296573	0.0165771186214432	CG11236/CG12338/CG3999/CG6415	4	3	Cluster 2 (86 genes)	0.0606060606060606	0.00559511698880977	10.831955922865	0	0	10.831955922865	0	0	0	0	0	0	0	0	0	2	1
GO:1901605	alpha-amino acid metabolic process	6/66	106/7864	0.000245431119094723	0.0128605906405635	0.011651519443339	CG11236/CG12338/CG3999/CG6415/CG7560/yellow-f2	6	3	Cluster 2 (86 genes)	0.0909090909090909	0.0134791454730417	6.74442538593482	0	0	6.74442538593482	0	0	0	0	0	0	0	0	0	3	5
GO:0016054	organic acid catabolic process	5/66	92/7864	0.00100045802750773	0.0275915792849501	0.0249975939283096	CG11236/CG12338/CG3999/CG6415/CG8665	5	3	Cluster 2 (86 genes)	0.0757575757575758	0.0116988809766022	6.47562582345191	0	0	6.47562582345191	0	0	0	0	0	0	0	0	0	2	7
GO:0046395	carboxylic acid catabolic process	5/66	92/7864	0.00100045802750773	0.0275915792849501	0.0249975939283096	CG11236/CG12338/CG3999/CG6415/CG8665	5	3	Cluster 2 (86 genes)	0.0757575757575758	0.0116988809766022	6.47562582345191	0	0	6.47562582345191	0	0	0	0	0	0	0	0	0	2	8
GO:0019730	antimicrobial humoral response	6/66	112/7864	0.000330953507874311	0.0144516365105116	0.0130929852676591	AttC/CG33493/CG4325/DptB/PGRP-SD/SPE	6	3	Cluster 2 (86 genes)	0.0909090909090909	0.0142421159715158	6.38311688311688	0	0	6.38311688311688	0	0	0	0	0	0	0	0	0	1	63
GO:0006959	humoral immune response	6/66	122/7864	0.000523778138260679	0.018297316296573	0.0165771186214432	AttC/CG33493/CG4325/DptB/PGRP-SD/SPE	6	3	Cluster 2 (86 genes)	0.0909090909090909	0.0155137334689725	5.85991058122206	0	0	5.85991058122206	0	0	0	0	0	0	0	0	0	2	10
GO:0044282	small molecule catabolic process	6/66	131/7864	0.00076357931790017	0.0235362095635111	0.0213234843574598	CG11236/CG12338/CG3999/CG6415/CG6910/CG8665	6	3	Cluster 2 (86 genes)	0.0909090909090909	0.0166581892166836	5.45732130464955	0	0	5.45732130464955	0	0	0	0	0	0	0	0	0	2	6
GO:0009617	response to bacterium	9/66	218/7864	7.68412313017207e-05	0.00575211502887166	0.00521133764166557	AttC/CG33493/CG4325/DptB/GlyP/NimB1/PGRP-SD/SPE/Yp3	9	3	Cluster 2 (86 genes)	0.136363636363636	0.0277212614445575	4.91909924937448	0	0	4.91909924937448	0	0	0	0	0	0	0	0	0	2	15
GO:0043207	response to external biotic stimulus	12/66	339/7864	2.03836811124475e-05	0.00267026222573062	0.002419221100451	AttC/CG15203/CG33493/CG4325/DptB/GlyP/NimB1/PGRP-SD/SPE/Spn88Eb/Tsf1/Yp3	12	3	Cluster 2 (86 genes)	0.181818181818182	0.0431078331637843	4.2177527487262	0	0	4.2177527487262	0	0	0	0	0	0	0	0	0	3	18
GO:0006952	defense response	10/66	341/7864	0.00049738268380281	0.018297316296573	0.0165771186214432	AttC/CG15203/CG33493/CG4325/DptB/GlyP/Hayan/NimB1/PGRP-SD/SPE	10	3	Cluster 2 (86 genes)	0.151515151515152	0.0433621566632757	3.49417932995646	0	0	3.49417932995646	0	0	0	0	0	0	0	0	0	3	19
GO:0033500	carbohydrate homeostasis	4/69	38/7864	0.000320002376014743	0.0213030153175529	0.0198257111154998	AkhR/Lst/svp/teq	4	5	Cluster 4 (98 genes)	0.0579710144927536	0.00483214649033571	11.9969488939741	0	0	0	0	11.9969488939741	0	0	0	0	0	0	0	1	69
GO:0009620	response to fungus	5/69	57/7864	0.000132045376742312	0.0146062605863133	0.0135933574916672	CG9372/GNBP3/nec/Obp99c/psh	5	5	Cluster 4 (98 genes)	0.072463768115942	0.00724821973550356	9.99745741164505	0	0	0	0	9.99745741164505	0	0	0	0	0	0	0	2	2
GO:1901605	alpha-amino acid metabolic process	6/69	106/7864	0.000313422774036439	0.0213030153175529	0.0198257111154998	arg/Hn/Odc1/Odc2/Spat/v	6	5	Cluster 4 (98 genes)	0.0869565217391304	0.0134791454730417	6.45118949958983	0	0	0	0	6.45118949958983	0	0	0	0	0	0	0	3	5
GO:0006952	defense response	12/69	341/7864	3.44239155716375e-05	0.0146062605863133	0.0135933574916672	CG16756/CG6426/fon/Glt/GNBP3/Hf/IM2/nec/NimB2/NimB5/psh/Spn77Ba	12	5	Cluster 4 (98 genes)	0.173913043478261	0.0433621566632757	4.01071018742828	0	0	0	0	4.01071018742828	0	0	0	0	0	0	0	3	19
GO:0043207	response to external biotic stimulus	11/69	339/7864	0.000156719534187911	0.0146062605863133	0.0135933574916672	CG16756/CG6426/CG9372/Glt/GNBP3/IM2/nec/NimB2/NimB5/Obp99c/psh	11	5	Cluster 4 (98 genes)	0.159420289855072	0.0431078331637843	3.69817451156428	0	0	0	0	3.69817451156428	0	0	0	0	0	0	0	3	18
GO:0048149	behavioral response to ethanol	2/5	50/7864	0.000391401680401278	0.0264196134270863	0.0150380645627859	Adh/klg	2	6	Cluster 5 (13 genes)	0.4	0.00635808748728383	62.912	0	0	0	0	0	62.912	0	0	0	0	0	0	1	74
GO:0045471	response to ethanol	2/5	63/7864	0.000621938563315664	0.0279872353492049	0.0159303561831732	Adh/klg	2	6	Cluster 5 (13 genes)	0.4	0.00801119023397762	49.9301587301587	0	0	0	0	0	49.9301587301587	0	0	0	0	0	0	1	75
GO:0046677	response to antibiotic	2/5	76/7864	0.00090458119955082	0.028978119723767	0.0164943683417933	Adh/klg	2	6	Cluster 5 (13 genes)	0.4	0.00966429298067141	41.3894736842105	0	0	0	0	0	41.3894736842105	0	0	0	0	0	0	1	76
GO:0009636	response to toxic substance	2/5	132/7864	0.0027051431467835	0.0456492906019715	0.025983611804631	Adh/klg	2	6	Cluster 5 (13 genes)	0.4	0.0167853509664293	23.830303030303	0	0	0	0	0	23.830303030303	0	0	0	0	0	0	1	77
GO:0006811	ion transport	3/5	384/7864	0.00107326369347285	0.028978119723767	0.0164943683417933	Atpalpha/Eaat2/Slob	3	6	Cluster 5 (13 genes)	0.6	0.0488301119023398	12.2875	0	0	0	0	0	12.2875	0	0	0	0	0	0	1	78
GO:0007186	G protein-coupled receptor signaling pathway	1/1	171/7864	0.0217446592065107	0.0217446592065107	NA	CG30281	1	7	Cluster 6 (3 genes)	1	0.0217446592065107	45.9883040935673	0	0	0	0	0	0	45.9883040935673	0	0	0	0	0	1	79
GO:0006749	glutathione metabolic process	1/1	45/7864	0.00572227873855558	0.0366225839267552	0.00428334314932809	CG33178	1	9	Cluster 8 (1 genes)	1	0.00572227873855544	174.755555555556	0	0	0	0	0	0	0	0	174.755555555556	0	0	0	1	80
GO:0006633	fatty acid biosynthetic process	1/1	60/7864	0.00762970498474069	0.0366225839267552	0.00428334314932809	CG33178	1	9	Cluster 8 (1 genes)	1	0.00762970498474059	131.066666666667	0	0	0	0	0	0	0	0	131.066666666667	0	0	0	1	81
GO:0072330	monocarboxylic acid biosynthetic process	1/1	83/7864	0.0105544252288915	0.0366225839267552	0.00428334314932809	CG33178	1	9	Cluster 8 (1 genes)	1	0.0105544252288912	94.7469879518072	0	0	0	0	0	0	0	0	94.7469879518072	0	0	0	1	82
GO:0006575	cellular modified amino acid metabolic process	1/1	88/7864	0.0111902339776196	0.0366225839267552	0.00428334314932809	CG33178	1	9	Cluster 8 (1 genes)	1	0.0111902339776195	89.3636363636364	0	0	0	0	0	0	0	0	89.3636363636364	0	0	0	1	83
GO:0006631	fatty acid metabolic process	1/1	102/7864	0.0129704984740588	0.0366225839267552	0.00428334314932809	CG33178	1	9	Cluster 8 (1 genes)	1	0.012970498474059	77.0980392156863	0	0	0	0	0	0	0	0	77.0980392156863	0	0	0	1	84
GO:0016053	organic acid biosynthetic process	1/1	123/7864	0.0156408952187183	0.0366225839267552	0.00428334314932809	CG33178	1	9	Cluster 8 (1 genes)	1	0.0156408952187182	63.9349593495935	0	0	0	0	0	0	0	0	63.9349593495935	0	0	0	1	85
GO:0046394	carboxylic acid biosynthetic process	1/1	123/7864	0.0156408952187183	0.0366225839267552	0.00428334314932809	CG33178	1	9	Cluster 8 (1 genes)	1	0.0156408952187182	63.9349593495935	0	0	0	0	0	0	0	0	63.9349593495935	0	0	0	1	86
GO:0006790	sulfur compound metabolic process	1/1	128/7864	0.0162767039674467	0.0366225839267552	0.00428334314932809	CG33178	1	9	Cluster 8 (1 genes)	1	0.0162767039674466	61.4375	0	0	0	0	0	0	0	0	61.4375	0	0	0	1	87
GO:0032787	monocarboxylic acid metabolic process	1/1	148/7864	0.0188199389623603	0.0376398779247207	0.0044023249034761	CG33178	1	9	Cluster 8 (1 genes)	1	0.0188199389623601	53.1351351351351	0	0	0	0	0	0	0	0	53.1351351351351	0	0	0	1	88
