Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	count	GeneRatio	experiment_order	hour6_NES	hour12_NES	ci_dependent_NES	sig_hours
hour_6	dme00052	Galactose metabolism	27	-0.620517987393656	-1.8457199293161	0.00112	0.0138472727272727	0.010288995215311	1480	tags=52%, list=14%, signal=45%	CG12766/Gal/Mal-A3/Mal-A2/Mal-A8/CG32444/CG10863/UGP/Pgm1/Galt/Gale/Hex-C/Mal-A1/Mal-B2	14	0.518518518518518	1	-1.8457199293161	NA	NA	1
hour_6	dme03460	Fanconi anemia pathway	26	0.607135880068918	1.97629851352902	0.00132766861391397	0.0150469109576916	0.011180367275065	2719	tags=58%, list=26%, signal=43%	Top3beta/mms4/Fancd2/Usp1/mus81/mus205/DNApol-iota/mei-41/spn-A/Pms2/CG9062/Top3alpha/Ercc1/Blm/RPA3	15	0.576923076923077	1	1.97629851352902	NA	NA	2
hour_6	dme03440	Homologous recombination	23	0.630660706336433	1.9952646846885	0.00154559505409583	0.0161693021043871	0.0120143421209068	2920	tags=61%, list=28%, signal=44%	Top3beta/mms4/mus81/mus101/Rad51D/nbs/spn-A/Top3alpha/CG12018/Blm/rad50/RPA3/DNApol-delta/Pol32	14	0.608695652173913	1	1.9952646846885	NA	NA	2
hour_6	dme04213	Longevity regulating pathway - multiple species	42	-0.544272217704444	-1.77909947184824	0.00184162062615101	0.0171438861876463	0.0127384912849384	656	tags=19%, list=6%, signal=18%	fkh/Ilp6/Ac3/Hsp70Bc/Hsp70Bbb/Hsp68/Hsp70Ba/Hsp70Bb	8	0.19047619047619	1	-1.77909947184824	NA	NA	3
hour_6	dme04141	Protein processing in endoplasmic reticulum	114	-0.420646950590117	-1.62938164124537	0.00189086980010805	0.0171438861876463	0.0127384912849384	2276	tags=27%, list=22%, signal=21%	Dad1/Der-1/Sec61alpha/eff/CG6766/Ero1L/Sec23/Sil1/CG2918/TRAM/SsRbeta/Trp1/Gp93/Ostgamma/Ire1/sip3/ERp60/CG5885/Hsc70-3/Sar1/l(1)G0320/Pdi/Ubqn/Hsc70Cb/P58IPK/ergic53/Hsp70Bc/Hsp70Bbb/Hsp68/Hsp70Ba/Hsp70Bb	31	0.271929824561404	1	-1.62938164124537	NA	NA	3
hour_6	dme00670	One carbon pool by folate	12	-0.742539446978664	-1.80823341218015	0.00208044382801664	0.0176837725381415	0.0131396452295788	711	tags=50%, list=7%, signal=47%	Nmdmc/CG11089/pug/CG6415/CG7560/CG8665	6	0.5	1	-1.80823341218015	NA	NA	1
hour_6	dme04320	Dorso-ventral axis formation	28	0.575260103486999	1.90586069748697	0.00241675617615467	0.0193340494092374	0.0143658571461826	2585	tags=54%, list=25%, signal=40%	grk/brn/rho/enc/Cf2/spir/orb/N/Dsor1/Sos/fs(1)K10/capu/orb2/aos/rl	15	0.535714285714286	1	1.90586069748697	NA	NA	1
hour_6	dme00230	Purine metabolism	81	-0.446621387483164	-1.64120208548728	0.00355618776671408	0.026716869935336	0.0198515442243983	2923	tags=52%, list=28%, signal=38%	Gycbeta100B/dnc/Pgm2a/Pde1c/bur/CG8891/CG42249/Adk2/CG34357/AdSL/Gyc88E/Gyc32E/Gart/AOX2/Prat/Pfas/AdenoK/NTPase/ACXD/veil/Gycalpha99B/NT5E-2/CG32549/pn/CG7069/CG6767/Ac76E/Apf/AOX1/Uro/Adgf-A2/Adgf-D/Pgm1/Adgf-A/ry/CG11089/Paics/Ac3/DhpD/Prat2/CG31183/CG16758	42	0.518518518518518	1	-1.64120208548728	NA	NA	1
hour_6	dme00561	Glycerolipid metabolism	38	-0.539557768639496	-1.72823990837784	0.00373250388802488	0.026716869935336	0.0198515442243983	2275	tags=61%, list=22%, signal=47%	CG10638/CG31140/rdgA/CG31075/Gpat4/Aldh/Mulk/Agpat3/Gk2/CG12766/mdy/CG2767/mino/CG9886/Aldh7A1/Gk1/Agpat4/laza/Dgat2/CG10863/CG12746/CG1941/CG11425	23	0.605263157894737	1	-1.72823990837784	NA	NA	1
hour_6	dme04142	Lysosome	91	-0.422620099690593	-1.5848165552128	0.00433142378091379	0.0294536817102138	0.0218850885772486	1574	tags=27%, list=15%, signal=24%	LManIV/CG3376/Gba1a/beta-Man/Gal/LManII/CG14767/Lerp/Lip4/Gba1b/Vha100-5/Chc/CG42566/LManV/CG15117/LManI/LManVI/Npc1b/LManIII/Npc2g/CG11459/Npc2h/CG4847/Vha100-4/DNaseII	25	0.274725274725275	1	-1.5848165552128	NA	NA	1
hour_6	dme00071	Fatty acid degradation	33	-0.548884590558549	-1.71041500111414	0.00498209559395921	0.0322650000370692	0.0239739938355932	2421	tags=45%, list=23%, signal=35%	Dci/Acox57D-p/CPT2/CG31075/CG7461/bgm/Aldh/yip2/Aldh7A1/CG9547/CG5009/CG9527/Acsl/Adh/hll	15	0.454545454545455	1	-1.71041500111414	NA	NA	1
hour_6	dme00980	Metabolism of xenobiotics by cytochrome P450	58	-0.4729120605553	-1.64654003340729	0.00578120367625259	0.0357383499986524	0.0265548111445095	2011	tags=38%, list=19%, signal=31%	Ugt37B1/Ugt301D1/Ugt35C1/Ugt302K1/Ugt37A2/GstT4/Ugt35E1/GstD10/GstD4/GstD3/GstD2/Ugt49C1/Ugt36A1/CG33178/GstE3/GstE7/Ugt49B1/Ugt37D1/GstE9/CG3597/Adh/Ugt37A3	22	0.379310344827586	1	-1.64654003340729	NA	NA	1
hour_6	dme00630	Glyoxylate and dicarboxylate metabolism	26	-0.572307017725761	-1.691899828796	0.00609364977549711	0.036032016063809	0.0267730150319324	1791	tags=50%, list=17%, signal=42%	Shmt/Irp-1B/CG5567/Irp-1A/Gip/CG9886/CG3999/AcCoAS/ppl/Gs2/CG6415/CG18003/Spat	13	0.5	1	-1.691899828796	NA	NA	1
hour_6	dme00982	Drug metabolism - cytochrome P450	57	-0.470870874645532	-1.6337808683776	0.00654469730774952	0.0370866180772473	0.0275566202431559	2011	tags=39%, list=19%, signal=31%	Ugt37B1/Ugt301D1/Ugt35C1/Ugt302K1/Ugt37A2/GstT4/Ugt35E1/GstD10/GstD4/GstD3/GstD2/Fmo-1/Ugt49C1/Ugt36A1/CG33178/GstE3/GstE7/Ugt49B1/Ugt37D1/GstE9/Adh/Ugt37A3	22	0.385964912280702	1	-1.6337808683776	NA	NA	1
hour_6	dme00010	Glycolysis / Gluconeogenesis	40	-0.50669024210551	-1.63892897052814	0.00788131664348632	0.0428743625405656	0.03185711148525	1921	tags=40%, list=18%, signal=33%	Pepck2/Mipp2/CG9008/Mipp1/CG31075/Aldh/CG7069/CG2767/Ldh/Aldh7A1/AcCoAS/CG32444/Pgm1/fbp/Hex-C/Adh	16	0.4	1	-1.63892897052814	NA	NA	1
hour_6	dme04330	Notch signaling pathway	23	0.532555314382921	1.68488190362152	0.0128799587841319	0.067372092101613	0.0500597588371118	3673	tags=74%, list=35%, signal=48%	nej/mam/Psn/H/N/aph-1/dsh/Atx-1/Bx42/Dl/Su(H)/Ser/numb/pen-2/Tace/fng/dx	17	0.739130434782609	1	1.68488190362152	NA	NA	2
hour_6	dme00830	Retinol metabolism	28	-0.534663146374289	-1.60203350847094	0.017043644472762	0.0830926460786492	0.061740665816953	2011	tags=46%, list=19%, signal=38%	Ugt37B1/Ugt301D1/Ugt35C1/Ugt302K1/Ugt37A2/Ugt35E1/mdy/Ugt49C1/Ugt36A1/Ugt49B1/Ugt37D1/Adh/Ugt37A3	13	0.464285714285714	1	-1.60203350847094	NA	NA	1
hour_6	dme04080	Neuroactive ligand-receptor interaction	38	-0.491685672381132	-1.57490235666391	0.0171073094867807	0.0830926460786492	0.061740665816953	1930	tags=37%, list=19%, signal=30%	CapaR/zetaTry/AkhR/lambdaTry/iotaTry/epsilonTry/Rdl/mAChR-A/alphaTry/Dh31-R/mGluR/Nmdar1/thetaTry/Dop1R1	14	0.368421052631579	1	-1.57490235666391	NA	NA	2
hour_6	dme01212	Fatty acid metabolism	51	-0.44572532694337	-1.51981827194707	0.0208333333333333	0.0944444444444444	0.0701754385964912	1715	tags=35%, list=16%, signal=30%	Fad2/Acox57D-p/CPT2/CG7461/CG9743/bgm/Hacd2/FASN3/yip2/Hacd1/Desat1/FASN1/Mfe2/CG5009/ACC/CG9527/Acsl/hll	18	0.352941176470588	1	-1.51981827194707	NA	NA	1
hour_6	dme00410	beta-Alanine metabolism	24	-0.55031012045742	-1.59676340366463	0.021573398215734	0.0946445857206394	0.0703241503806609	1813	tags=46%, list=17%, signal=38%	Acox57D-p/CG31075/su(r)/Aldh/b/Aldh7A1/Gad1/CG5009/CG9527/CRMP/pyd3	11	0.458333333333333	1	-1.59676340366463	NA	NA	1
hour_12	dme03010	Ribosome	128	-0.6012533077074	-2.41504722100113	0.000175131348511384	0.0084529802970974	0.00791649083551691	2089	tags=55%, list=20%, signal=44%	RpS2/mRpL33/RpS4/RpL24/RpL15/RpL24-like/RpS11/RpL17/bonsai/mRpL13/RpL32/mRpS18C/RpL27A/RpL23A/RpS19b/RpL6/RpL5/mRpS2/mRpL9/RpLP0/RpL23/mRpL18/RpL26/RpS18/RpL27/RpS12/mRpS10/RpL34b/RpLP1/RpS14a/RpL39/RpL11/mRpS11/RpS25/RpS27A/RpLP2/RpL36/RpS15/RpS13/RpL34a/RpL14/RpS17/RpS7/RpL37A/RpS14b/RpL35/RpS28b/RpL28/RpL19/RpL21/RpL37a/RpL31/RpL10Ab/RpL7/RpS6/RpL36A/RpL9/RpL40/RpS3/RpS26/RpS16/RpS24/RpS29/RpS19a/RpS27/RpL30/RpL12/RpL41/RpL29/RpS20	70	0.546875	2	NA	-2.41504722100113	NA	2
hour_12	dme04213	Longevity regulating pathway - multiple species	42	-0.629378473075189	-2.08219313769676	0.000185804533630621	0.0084529802970974	0.00791649083551691	1184	tags=33%, list=11%, signal=30%	l(2)efl/Hsp70Bc/Ac3/Sod3/Ac76E/fkh/Ilp6/Hsc70-2/Sirt1/Thor/Hsp70Bbb/Hsp68/Hsp70Bb/Hsp70Ba	14	0.333333333333333	2	NA	-2.08219313769676	NA	3
hour_12	dme03050	Proteasome	38	-0.649135207332967	-2.0955079369592	0.000186462800671266	0.0084529802970974	0.00791649083551691	2237	tags=66%, list=21%, signal=52%	Prosalpha7/Rpn1/Sem1/Rpt4/Rpt5/Prosbeta1/REG/Rpn10/Prosalpha4/Prosalpha6/Prosbeta2/Rpn8/Rpn3/Rpt1/Prosalpha3/Rpn12/Rpn5/Rpn11/Prosbeta3/Prosbeta7/Rpn6/Rpt2/Prosbeta6/Prosalpha2/Rpn7	25	0.657894736842105	2	NA	-2.0955079369592	NA	1
hour_12	dme04141	Protein processing in endoplasmic reticulum	114	-0.460801191257578	-1.81383498176453	0.000356760613628255	0.0102255639097744	0.00957657301147606	1385	tags=31%, list=13%, signal=27%	CG9934/Hrd3/Gp93/Sec61gamma/CG2918/OstDelta/Roc1a/Trp1/Sec61beta/sip3/Sec61alpha/Ire1/Ost48/Tapdelta/S2P/Ask1/CG30156/eff/Sar1/l(2)efl/GCS2beta/TRAM/Hsp70Bc/Hsc70Cb/CG8860/CG5885/P58IPK/Hsc70-2/Xbp1/SsRbeta/CaBP1/Hsp70Bbb/Hsp68/Hsp70Bb/Hsp70Ba	35	0.307017543859649	2	NA	-1.81383498176453	NA	3
hour_12	dme04745	Phototransduction - fly	23	-0.682311588543739	-1.96356566401093	0.00037593984962406	0.0102255639097744	0.00957657301147606	269	tags=26%, list=3%, signal=25%	Ggamma30A/ninaC/trpl/Arr2/rdgC/ninaE	6	0.260869565217391	2	NA	-1.96356566401093	NA	3
hour_12	dme00330	Arginine and proline metabolism	40	0.558117663702208	1.8723303039595	0.00129226793021753	0.0292914064182641	0.0274323543081266	1572	tags=42%, list=15%, signal=36%	Odc1/arg/PH4alphaNE3/CG18231/CG11828/S-Lap2/CG7470/PH4alphaPV/Argk/P5cr-2/Nos/S-Lap8/CG31075/CG4546/S-Lap4/CG31013/SamDC	17	0.425	2	NA	1.8723303039595	NA	1
ci_dependent	dme04213	Longevity regulating pathway - multiple species	42	-0.638491160261528	-2.0880848902943	0.000165180046250413	0.0204234870100616	0.0180207238324073	836	tags=26%, list=8%, signal=24%	Sirt1/Ac76E/Ac3/Thor/fkh/Hsp70Bc/Ilp6/Hsp70Bbb/Hsp68/Hsp70Bb/Hsp70Ba	11	0.261904761904762	3	NA	NA	-2.0880848902943	3
ci_dependent	dme04141	Protein processing in endoplasmic reticulum	114	-0.4700773124693	-1.82965751729059	0.000300345397206788	0.0204234870100616	0.0180207238324073	2533	tags=32%, list=24%, signal=25%	Stt3B/Sec61gamma/OstDelta/Ask1/Ost48/Ero1L/Sec23/CG8860/Ostgamma/GCS2beta/Ubqn/CG6766/l(1)G0320/Tapdelta/l(2)efl/Sec61alpha/CG2918/ERp60/Gp93/ergic53/CaBP1/Trp1/eff/Ire1/sip3/Xbp1/TRAM/Sar1/SsRbeta/CG5885/Hsc70Cb/Hsp70Bc/P58IPK/Hsp70Bbb/Hsp68/Hsp70Bb/Hsp70Ba	37	0.324561403508772	3	NA	NA	-1.82965751729059	3
ci_dependent	dme04745	Phototransduction - fly	23	-0.689123053364034	-1.97778631989086	0.000516884906960717	0.0234321157822192	0.0206753962784287	1073	tags=43%, list=10%, signal=39%	inaD/inaC/Gbeta76C/trp/rdgC/Ggamma30A/trpl/ninaC/Arr2/ninaE	10	0.434782608695652	3	NA	NA	-1.97778631989086	3
ci_dependent	dme04080	Neuroactive ligand-receptor interaction	38	-0.58819211910118	-1.88534515639794	0.000996677740863787	0.0338870431893688	0.0299003322259136	1245	tags=34%, list=12%, signal=30%	5-HT7/thetaTry/iotaTry/mAChR-A/mGluR/Rdl/epsilonTry/Nmdar1/Dh31-R/5-HT2A/GABA-B-R1/alphaTry/Dop1R1	13	0.342105263157895	3	NA	NA	-1.88534515639794	2
ci_dependent	dme03440	Homologous recombination	23	0.627688822016905	1.91415020749942	0.0014292520247737	0.0381501963613048	0.0336619379658572	2023	tags=52%, list=19%, signal=42%	Top3beta/mms4/mus101/mus81/Rad51D/spn-A/mre11/nbs/rad50/Top3alpha/spn-D/DNApol-delta	12	0.521739130434783	3	NA	NA	1.91415020749942	2
ci_dependent	dme03460	Fanconi anemia pathway	26	0.605247476221382	1.90536367754899	0.00168309689829286	0.0381501963613048	0.0336619379658572	2718	tags=62%, list=26%, signal=46%	Top3beta/Fancd2/mms4/Usp1/mei-41/mus81/Pms2/spn-A/mus205/Top3alpha/spn-D/FANCI/Ercc1/Blm/slx1/CG9062	16	0.615384615384615	3	NA	NA	1.90536367754899	2
ci_dependent	dme04330	Notch signaling pathway	23	0.598626029095479	1.82552261186643	0.00333492139113864	0.0647927584564078	0.0571700809909481	629	tags=26%, list=6%, signal=25%	nej/mam/Atx-1/N/H/Psn	6	0.260869565217391	3	NA	NA	1.82552261186643	2
